Document Number	Alternate Numbering	Given At	Earliest Date	Latest Date	UUID	Person ID	PERSON + DOC	QUOTE_TRANSCRIPTION	Normalized text	Supplemental naming	TYPE	COMMENTS	LAT	LNG	TAGS	Unhandled Tags	Named by	Scribe	Principal	Witness	Dead	Gender
HCM 564		Brompton’ Parva	1316-03-01T00:00:00Z		e3bc1bfd-0615-414f-8939-ec5f9b1f47a6	e3bc1bfd-0615-414f-8939-ec5f9b1f47a6	e3bc1bfd-0615-414f-8939-ec5f9b1f47a6;HCM 564	Ralph le Vreynshe	Ralph le Vreynshe		PERSON				Neighbor	Neighbor						M
HCM 564		Brompton’ Parva	1316-03-01T00:00:00Z		cf8d5e85-77af-4b82-bda2-7f080034a948	cf8d5e85-77af-4b82-bda2-7f080034a948	cf8d5e85-77af-4b82-bda2-7f080034a948;HCM 564	Hugh le Rede	Hugh le Rede		PERSON				Neighbor	Neighbor						M
HCM 564		Brompton’ Parva	1316-03-01T00:00:00Z		e7fb2cbb-7815-41c8-8b3b-6171ec5259da	e7fb2cbb-7815-41c8-8b3b-6171ec5259da	e7fb2cbb-7815-41c8-8b3b-6171ec5259da;HCM 564	Ralph de Brompton’	Ralph de Brompton’		PERSON	formerly			Neighbor	Neighbor						M
HCM 564		Brompton’ Parva	1316-03-01T00:00:00Z		7199b775-f183-4a2d-87f7-11bbf6ac20e8	7199b775-f183-4a2d-87f7-11bbf6ac20e8	7199b775-f183-4a2d-87f7-11bbf6ac20e8;HCM 564	prebend of the castle of Coblynton'	prebend of Coblynton'	prebend of Coblynton Castle	PERSON				Neighbor|Clerical|Office	Neighbor|Clerical|	Office					M
HCM 564		Brompton’ Parva	1316-03-01T00:00:00Z		a9735016-d2c3-4553-9d6c-b139648179f5	3c54d697-6b10-4a51-b1f1-5100b6ae2bde	3c54d697-6b10-4a51-b1f1-5100b6ae2bde;HCM 564	William de Brompton’	William de Brompton		PERSON				Neighbor	Neighbor						M
HCM 564		Brompton’ Parva	1316-03-01T00:00:00Z		5b8dc7cd-2ddf-44e3-9c65-007c9d76a2a7	4e499db8-fa71-45a9-80fd-563b65a3cf00	4e499db8-fa71-45a9-80fd-563b65a3cf00;HCM 564	Nicholas de Brompton'	Nicholas de Bromyard		PERSON				Neighbor	Neighbor						M
HCM 564		Brompton’ Parva	1316-03-01T00:00:00Z		b6b72be6-fe68-471a-bef1-bc3123dafb9e			Brompton’ Parva	Brompton’ Parva		PLACE				Given at	Given at						
HCM 564		Brompton’ Parva	1316-03-01T00:00:00Z		a6dbc135-0288-45dc-bdd5-3ad517c05f4b	e52b6836-004a-43c0-9f18-36774e324b38	e52b6836-004a-43c0-9f18-36774e324b38;HCM 564	Phillip de Ipre	Philip de Ypres		PERSON				Witness					Witness		M
HCM 564		Brompton’ Parva	1316-03-01T00:00:00Z		77777962-db34-4b5f-bc3d-d4bcb0e7840c	77777962-db34-4b5f-bc3d-d4bcb0e7840c	77777962-db34-4b5f-bc3d-d4bcb0e7840c;HCM 564	Richard de Lulham	Richard de Lulham		PERSON				Witness					Witness		M
HCM 564		Brompton’ Parva	1316-03-01T00:00:00Z		90992cfc-a33d-4b4e-a565-04c726f27495	5c88ccd5-4e73-4a26-8b8a-bec555528f6f	5c88ccd5-4e73-4a26-8b8a-bec555528f6f;HCM 564	Walter Cole	Walter Cole de Maddeleye I		PERSON	land in Brampton Parva, nr Coblinton, Lulham etc			Witness					Witness		M
HCM 564		Brompton’ Parva	1316-03-01T00:00:00Z		9949576e-aaf7-4c74-9ee1-87d7e05454cf	3c54d697-6b10-4a51-b1f1-5100b6ae2bde	3c54d697-6b10-4a51-b1f1-5100b6ae2bde;HCM 564	William de Brompton'	William de Brompton		PERSON				Witness					Witness		M
HCM 564		Brompton’ Parva	1316-03-01T00:00:00Z		e263b462-26ef-4f28-8636-e932c7e42935	cf8d5e85-77af-4b82-bda2-7f080034a948	cf8d5e85-77af-4b82-bda2-7f080034a948;HCM 564	Hugh le Rede	Hugh le Rede		PERSON				Witness					Witness		M
HCM 564		Brompton’ Parva	1316-03-01T00:00:00Z		c7fe5a09-e059-4e6d-9ad8-1fd1098a101c	e3bc1bfd-0615-414f-8939-ec5f9b1f47a6	e3bc1bfd-0615-414f-8939-ec5f9b1f47a6;HCM 564	Ralph le Vreynshe	Ralph le Vreynshe		PERSON				Witness					Witness		M
HCM 564		Brompton’ Parva	1316-03-01T00:00:00Z		51865cb0-0c91-4dd4-ab4b-56cca7169f8e	1d2d424c-5e4a-4297-bc03-ae0c2aaf7023	1d2d424c-5e4a-4297-bc03-ae0c2aaf7023;HCM 564	John de Brompton’, clerk.	John de Brompton’	clerk	PERSON				Witness|Scribe			Scribe		Witness		M
HCM 565		Avignon	1321-09-04T00:00:00Z		6268ef3d-f34e-46c9-b458-dab76474ba7b	6268ef3d-f34e-46c9-b458-dab76474ba7b	6268ef3d-f34e-46c9-b458-dab76474ba7b;HCM 565	Reymund Juvenis, scholar of Périgueux ae auditor fone of the curis catere of the pope	Raymond Juvenis	scholar of Périgueux ae auditor fone of the curis catere of the pope	PERSON				Principal|Agent|Clerical|Adjudicator	Agent|Clerical|Adjudicator			Principal			M
HCM 565		Avignon	1321-09-04T00:00:00Z		4cf54cee-90c3-4a65-ae94-1a2822e2f09c	315f9317-8b80-47ff-a6f9-7fa534a50ef8	315f9317-8b80-47ff-a6f9-7fa534a50ef8;HCM 565	the pope	Pope John XXII		PERSON				Office|Clerical	Clerical	Office					M
HCM 565		Avignon	1321-09-04T00:00:00Z		b000e17d-c677-45da-a002-ea4ea2592baf	3d3aa15d-2292-45f5-902d-f2e435c314d9	3d3aa15d-2292-45f5-902d-f2e435c314d9;HCM 565	Laurence de Gloucestria, doctor of sacred theology deceased,	Laurence de Gloucestria doctor of Theology	doctor of sacred theology deceased,	PERSON	"also notes of Laurence that he's Doc of Theology ""in the Roman Curia"""			Dead|Clerical	Clerical					Dead	M
HCM 565		Avignon	1321-09-04T00:00:00Z		b8e4b3d1-b88c-42e2-9c0b-8f3d3dd70acf	b8e4b3d1-b88c-42e2-9c0b-8f3d3dd70acf	b8e4b3d1-b88c-42e2-9c0b-8f3d3dd70acf;HCM 565	— °	Laurence nephew of Laurence de Gloucestria	the nephew of the deceased	PERSON	Laurence the nephew of the deceased|(ie this doc records restitution to him of effects of Laurence de G his uncle)			Principal				Principal			M
HCM 565		Avignon	1321-09-04T00:00:00Z		49632fa6-36f6-4a0f-ad51-c4c67792719d			Avignon,	Avignon		PLACE		43.95159	4.80769	Given at	Given at						
HCM 571		Lugwardyn	1283-01-10T00:00:00Z		1a291df6-197f-417d-a288-09533b0d8ae4	1a291df6-197f-417d-a288-09533b0d8ae4	1a291df6-197f-417d-a288-09533b0d8ae4;HCM 571	John (Peckham] archbis of Canterbury	John Peckham	archbishop of Canterbury 1279-1292	PERSON				Principal|Clerical	Clerical			Principal			M
HCM 571		Lugwardyn	1283-01-10T00:00:00Z		3a40791a-41ad-4454-9d0e-ae4e03af03dc	c5a27237-f2d1-40ec-976a-f21d8fbb4ff2	c5a27237-f2d1-40ec-976a-f21d8fbb4ff2;HCM 571	cathedral church of Hereford	dean and chapter of Hereford	dean and chapter of Hereford	PERSON				Clerical|Collective	Clerical|	Collective					M
HCM 571		Lugwardyn	1283-01-10T00:00:00Z		3ee1b1c0-0542-4b92-933f-a45df6ae1fdc			Lugwardyn,	Lugwardine		PLACE				Given at	Given at						
HCM 58			1290-01-01T00:00:00Z	1310-12-31T00:00:00Z	c6dbb87d-5d96-468c-a646-2fecce74aa31	2049400b-8e7f-4774-ae09-db39fd5f67eb	2049400b-8e7f-4774-ae09-db39fd5f67eb;HCM 58	William de Mildenhale, citizen of Hereford	William de Mildenhale	citizen of Hereford	PERSON				Principal				Principal			M
HCM 58			1290-01-01T00:00:00Z	1310-12-31T00:00:00Z	22b6706a-8c9f-426d-8241-d66b91d6f106	22b6706a-8c9f-426d-8241-d66b91d6f106	22b6706a-8c9f-426d-8241-d66b91d6f106;HCM 58	Matilda his daughter.	Matilda daughter of William de Mildenhale		PERSON	daughter to William de Mildenhale, citizen of Hereford			Principal|Woman				Principal			W
HCM 58			1290-01-01T00:00:00Z	1310-12-31T00:00:00Z	3cf7de68-d65a-4dff-8f03-60e7a25c6f0c			lend in Hereford	lend in Hereford		PLACE											
HCM 58			1290-01-01T00:00:00Z	1310-12-31T00:00:00Z	58868a4c-64bd-4ed9-907c-46ea5f282423	58868a4c-64bd-4ed9-907c-46ea5f282423	58868a4c-64bd-4ed9-907c-46ea5f282423;HCM 58	a le Ridar'	Roger le Ridar		PERSON	Roger le Ridar, per doc check|formerly			Neighbor	Neighbor						M
HCM 58			1290-01-01T00:00:00Z	1310-12-31T00:00:00Z	4c17ae41-a6be-4d61-8fca-9951dd4c2705	c9ba7759-20f2-4b51-87a2-48c98e43012f	c9ba7759-20f2-4b51-87a2-48c98e43012f;HCM 58	Richard the smith (faber)	Richard le Smyth		PERSON				Neighbor	Neighbor						M
HCM 58			1290-01-01T00:00:00Z	1310-12-31T00:00:00Z	1672e180-510d-4532-ae7e-6fccc08f9ce7	030ba6e3-dae3-4c41-9902-faa294849d75	030ba6e3-dae3-4c41-9902-faa294849d75;HCM 58	iugh Troue	Hugh Trone		PERSON	Hugh|bailiff of the king in H (with Roger Iwein & Wm in the Hale)			Witness|Agent	Agent				Witness		M
HCM 58			1290-01-01T00:00:00Z	1310-12-31T00:00:00Z	83be430c-78bf-4342-9095-d4222b12d8eb	471bfb7e-eee6-4320-99f9-da32133ac2f2	471bfb7e-eee6-4320-99f9-da32133ac2f2;HCM 58	Roger Iwein	Roger Iweyn		PERSON	bailiff of the king in Hereford (with Hugh Troue & Wm in the Hale)			Witness|Agent	Agent				Witness		M
HCM 58			1290-01-01T00:00:00Z	1310-12-31T00:00:00Z	fcf9fe30-8827-4ca9-9d59-4c6593c18f5a	3a74b1b9-671c-4856-ac92-459b33103cc7	3a74b1b9-671c-4856-ac92-459b33103cc7;HCM 58	William in le Hale, bailiffs of the king in Hereford,	William Inthehale	bailiffs of the king in Hereford	PERSON	fellow bailiff w Hugh Troue & Roger Iwein			Witness|Agent	Agent				Witness		M
HCM 58			1290-01-01T00:00:00Z	1310-12-31T00:00:00Z	e8fe74c6-7527-48c6-b721-a971b99f9344	d62b8739-46de-442e-8e8f-23f6bbbb4202	d62b8739-46de-442e-8e8f-23f6bbbb4202;HCM 58	the king	King Edward I or II		PERSON											
HCM 58			1290-01-01T00:00:00Z	1310-12-31T00:00:00Z	f711df56-83b6-4323-afcc-6a4b756ed2f4	c7087d8b-f1e5-4664-896f-df122f179472	c7087d8b-f1e5-4664-896f-df122f179472;HCM 58	Thomas Thebaud	Thomas Thebaud		PERSON				Witness					Witness		M
HCM 58			1290-01-01T00:00:00Z	1310-12-31T00:00:00Z	4a76e68e-111b-4ded-bccf-41144502ba10	a086b45e-402b-4341-a9a1-e1340e817f8a	a086b45e-402b-4341-a9a1-e1340e817f8a;HCM 58	John de Stretton’	John de Staunton I		PERSON				Witness					Witness		M
HCM 58			1290-01-01T00:00:00Z	1310-12-31T00:00:00Z	a9ee7d0b-ceb2-4a1d-8520-10bd5ef0188e	c9ba7759-20f2-4b51-87a2-48c98e43012f	c9ba7759-20f2-4b51-87a2-48c98e43012f;HCM 58	Richard the smith (faber)	Richard le Smyth		PERSON	Egber|elsewhere Saber			Witness					Witness		M
HCM 58			1290-01-01T00:00:00Z	1310-12-31T00:00:00Z	913abdbd-5501-4c28-a6c7-a236abd5460d	da15bb75-5b12-489c-8c1f-bf64f77d6927	da15bb75-5b12-489c-8c1f-bf64f77d6927;HCM 58	John Pride	John Pride		PERSON				Witness					Witness		M
HCM 58			1290-01-01T00:00:00Z	1310-12-31T00:00:00Z	ba2f2ea3-87b3-4166-9f47-e8fbfe0621c9	ba2f2ea3-87b3-4166-9f47-e8fbfe0621c9	ba2f2ea3-87b3-4166-9f47-e8fbfe0621c9;HCM 58	Peter le Maresehal	Peter le Maresehal		PERSON				Witness					Witness		M
HCM 58			1290-01-01T00:00:00Z	1310-12-31T00:00:00Z	3e0006d2-a2a7-4fa1-bcf3-9610e93bc33c	8b8784b3-0a31-4e93-bb2d-8a10db8d5035	8b8784b3-0a31-4e93-bb2d-8a10db8d5035;HCM 58	Adam de la Ponde	Adam de la Pounde		PERSON				Witness					Witness		M
HCM 58			1290-01-01T00:00:00Z	1310-12-31T00:00:00Z	307e6dfe-1965-4858-bc7d-8f078abf3e57	00e298b8-c8f5-48cf-96bb-c24eb7203c27	00e298b8-c8f5-48cf-96bb-c24eb7203c27;HCM 58	Simon de Lodelawe the clerk.	Simon de Ludlow	clerk	PERSON				Witness|Scribe|Clerical	Clerical		Scribe		Witness		M
HCM 582		** Sitesanes	1322-08-15T00:00:00Z		a780ba26-8c22-4447-80d0-8d5bddb65195	55a9382a-55ac-4f95-b611-296874cee8b2	55a9382a-55ac-4f95-b611-296874cee8b2;HCM 582	Thomas de Kent;	Thomas de Kent		PERSON				Principal				Principal			M
HCM 582		** Sitesanes	1322-08-15T00:00:00Z		92db7f7f-e5a4-4b27-bfc6-e0cf011d91e7	92db7f7f-e5a4-4b27-bfc6-e0cf011d91e7	92db7f7f-e5a4-4b27-bfc6-e0cf011d91e7;HCM 582	dohn son of John Scharp’ de Ledebury.	John Scharp de Ledbury II		PERSON				Principal		Parent		Principal			M
HCM 582		** Sitesanes	1322-08-15T00:00:00Z		764b3e24-ae65-43cf-811f-546f21ee3937			eight selions of lend gum forardis ly. in the field called Aldestroueld	eight selions of lend gum forardis ly. in the field called Aldestroueld		PLACE											
HCM 582		** Sitesanes	1322-08-15T00:00:00Z		2e3d6563-3042-492a-b465-6e7a14bb57d5	1e83fa4e-6be8-4c98-a93c-528060cdb210	1e83fa4e-6be8-4c98-a93c-528060cdb210;HCM 582	rector of Estenor'	rector of Estenore	rector of Estenore	PERSON				Neighbor|Office|Clerical	NeighborClerical	Office					M
HCM 582		** Sitesanes	1322-08-15T00:00:00Z		22b8af4a-90fe-4afb-9d71-4bd867f6cce4	0184eed5-e71f-4713-a176-654b540c9777	0184eed5-e71f-4713-a176-654b540c9777;HCM 582	Richard Berde	Richard Berde de Ledbury		PERSON				Neighbor	Neighbor						M
HCM 582		** Sitesanes	1322-08-15T00:00:00Z		cc0c51a4-6c9c-4f2f-8e66-dd37fd819039			** Sitesanes	Ledbury		PLACE				Given at	Given at						
HCM 582		Ledbury	1322-08-15T00:00:00Z		35336dc7-07b0-442e-a259-9abf164441c7	0a2e5685-0f9d-4544-b727-0c5029b373fa	0a2e5685-0f9d-4544-b727-0c5029b373fa;HCM 582	Willien	William Eseger I of Ledbury		PERSON	William Eseger			Witness					Witness		M
HCM 582		** Sitesanes	1322-08-15T00:00:00Z		f034e366-495a-467d-98e4-b6fa3ef4e2b5	fd59531b-c50b-43cc-94ac-49761bd4ec1d	fd59531b-c50b-43cc-94ac-49761bd4ec1d;HCM 582	the pelt	Roger le Skinnar		PERSON	Roger the Pelterer = Skinner?			Witness					Witness		M
HCM 582		** Sitesanes	1322-08-15T00:00:00Z		dc0d4ad1-0895-41a8-9407-beda27d1a4d8	e6653378-6444-4952-86dd-ca98fa29b69c	e6653378-6444-4952-86dd-ca98fa29b69c;HCM 582	Ralph	Ralph le Botiler		PERSON	Ralph le Botiler			Witness					Witness		M
HCM 582		** Sitesanes	1322-08-15T00:00:00Z		8995f56b-4fa8-462f-a205-089bda3c8a9c	0184eed5-e71f-4713-a176-654b540c9777	0184eed5-e71f-4713-a176-654b540c9777;HCM 582	Ricuenh Bettas’	Richard Berde de Ledbury		PERSON	Richard Berde			Witness					Witness		M
HCM 582		Ledbury	1322-08-15T00:00:00Z		d20d4f52-8ba7-46ff-9966-dae894e26fa2	e792ded2-14cf-4c6c-a037-195566867bc5	e792ded2-14cf-4c6c-a037-195566867bc5;HCM 582	Usaetiouns	Henry de Underdoune		PERSON	Henry de Underdoune			Witness					Witness		M
HCM 582		** Sitesanes	1322-08-15T00:00:00Z		838c00dd-ae81-405c-92a4-c323f2661331	43c9b40e-0aa2-415c-9df0-6f3b5c7b4714	43c9b40e-0aa2-415c-9df0-6f3b5c7b4714;HCM 582	Thorban	John Thurban		PERSON	John Thorban			Witness					Witness		M
HCM 582		** Sitesanes	1322-08-15T00:00:00Z		b1c10ad2-124a-40d2-9d2a-84cb8bfb9d4b	b1c10ad2-124a-40d2-9d2a-84cb8bfb9d4b	b1c10ad2-124a-40d2-9d2a-84cb8bfb9d4b;HCM 582	John de lydeney,	John de Lydeneye		PERSON				Witness|Scribe			Scribe		Witness		M
HCM 588			1287-09-29T00:00:00Z		12c21df9-f91d-4378-a352-d083597a1777	12c21df9-f91d-4378-a352-d083597a1777	12c21df9-f91d-4378-a352-d083597a1777;HCM 588	Williem Barbe de Rodefords	William Barbe de Rodefords		PERSON	barbe like barber-surgeon, medicus?			Principal				Principal			M
HCM 588			1287-09-29T00:00:00Z		74f92f55-35f5-4a3d-825f-e6467ba4633c	74f92f55-35f5-4a3d-825f-e6467ba4633c	74f92f55-35f5-4a3d-825f-e6467ba4633c;HCM 588	Roger de Dik’	Roger de Dyk	husband to Margery	PERSON				Principal				Principal			M
HCM 588			1287-09-29T00:00:00Z		fce24cc9-3d93-4eb2-9355-5f342dd62d7e	fce24cc9-3d93-4eb2-9355-5f342dd62d7e	fce24cc9-3d93-4eb2-9355-5f342dd62d7e;HCM 588	Margery his wife	Margery wife of Roger de Dik		PERSON	wife to Roger de Dik			Principal|Woman				Principal			W
HCM 588			1287-09-29T00:00:00Z		daf23a60-defc-4306-b36f-ab9545f9df49			lend in Donytone and Lamleye with all buildings, etc., except one room,	lend in Donytone and Lamleye with all buildings	etc., except one room,	PLACE											
HCM 588			1287-09-29T00:00:00Z		7e434750-0185-46b9-88be-b814805a96e6	949cae31-0858-4532-ac3f-cccf11642131	949cae31-0858-4532-ac3f-cccf11642131;HCM 588	lord of the fee	lord(s) of the fee		PERSON				Lease-holder|Office	Lease-holder|	Office					M
HCM 588			1287-09-29T00:00:00Z		fff4fbab-5e30-49a3-b283-4c71b58660ce	fff4fbab-5e30-49a3-b283-4c71b58660ce	fff4fbab-5e30-49a3-b283-4c71b58660ce;HCM 588	e ° son of Henry	John son of Henry		PERSON	John son of Henry (then some Latin| warettat' preter ii iornetas)			Neighbor	Neighbor	Parent					M
HCM 588			1287-09-29T00:00:00Z		63273d21-467c-41ae-a7be-c87164333f1f	63273d21-467c-41ae-a7be-c87164333f1f	63273d21-467c-41ae-a7be-c87164333f1f;HCM 588	Henry	Henry father of John		PERSON	father to John son of Henry (see also John entry for some Latin)--warettat [warectare=to plow field for wheat?] thus plowman?										
HCM 588			1287-09-29T00:00:00Z		6155880d-1cec-4808-ab7b-f6b4e2d89526	6155880d-1cec-4808-ab7b-f6b4e2d89526	6155880d-1cec-4808-ab7b-f6b4e2d89526;HCM 588	Thomas le Rus	Thomas le Rus		PERSON				Witness					Witness		M
HCM 588			1287-09-29T00:00:00Z		802fbada-da5a-4ae7-85f1-fbff37f394a6	802fbada-da5a-4ae7-85f1-fbff37f394a6	802fbada-da5a-4ae7-85f1-fbff37f394a6;HCM 588	Pep eee	John le Brut		PERSON	John le Brut			Witness					Witness		M
HCM 588			1287-09-29T00:00:00Z		72b61f62-eafc-4903-951a-0987b49aa190	72b61f62-eafc-4903-951a-0987b49aa190	72b61f62-eafc-4903-951a-0987b49aa190;HCM 588	William Black (niger) 	William Black	Wm Black I or II?	PERSON	land in Donnington, S of Ledbury; principal de Rodeford; cf Wm Niger six docs pp. 192-363 (wm Niger de Breynton)  cf p.265, vicinity Clehungre			Witness					Witness		M
HCM 588			1287-09-29T00:00:00Z		1dd8cc7c-3b30-40cc-b1af-43c71a9d3ef0	1dd8cc7c-3b30-40cc-b1af-43c71a9d3ef0	1dd8cc7c-3b30-40cc-b1af-43c71a9d3ef0;HCM 588	Robert de la Graue,	Robert de la Graue		PERSON				Witness					Witness		M
HCM 588			1287-09-29T00:00:00Z		af9b905e-c9d8-478d-adbb-da579f1a5bff	af9b905e-c9d8-478d-adbb-da579f1a5bff	af9b905e-c9d8-478d-adbb-da579f1a5bff;HCM 588	William de la Hethes	William de la Hethes		PERSON				Witness					Witness		M
HCM 588			1287-09-29T00:00:00Z		1b9e0c9f-f695-4332-9898-e8cca56e11af	1b9e0c9f-f695-4332-9898-e8cca56e11af	1b9e0c9f-f695-4332-9898-e8cca56e11af;HCM 588	Peter  evrei,	Peter Chevrel		PERSON	Peter Chevrel			Witness					Witness		M
HCM 588			1287-09-29T00:00:00Z		99998410-5e3d-4c59-a550-f7e2c5a534e8	99998410-5e3d-4c59-a550-f7e2c5a534e8	99998410-5e3d-4c59-a550-f7e2c5a534e8;HCM 588	Henry Touey	Henry Touey		PERSON	could be same person as Henry warettat [latin] who is desc as father of John			Witness|Scribe			Scribe		Witness		M
HCM 589		Herdewyk'.	1311-07-22T00:00:00Z		b2e45fff-3967-499c-a6ce-7c6ef5a6880a	b2e45fff-3967-499c-a6ce-7c6ef5a6880a	b2e45fff-3967-499c-a6ce-7c6ef5a6880a;HCM 589	Walter de la Stepple	Walter de la Stepple		PERSON				Principal				Principal			M
HCM 589		Herdewyk'.	1311-07-22T00:00:00Z		8964f616-6e95-4976-86cb-f2e4a5cd4374	8964f616-6e95-4976-86cb-f2e4a5cd4374	8964f616-6e95-4976-86cb-f2e4a5cd4374;HCM 589	Walter de Thornbury	Walter de Thornbury		PERSON	dominus|brother to William, who is husband to Isabel			Principal				Principal			M
HCM 589		Herdewyk'.	1311-07-22T00:00:00Z		9bbb8452-6f74-4829-8e30-d8e21ae7081d	9bbb8452-6f74-4829-8e30-d8e21ae7081d	9bbb8452-6f74-4829-8e30-d8e21ae7081d;HCM 589	William his brother,	William de Thornbury	brother to Walter de Thornbury|husband to Isabel	PERSON	dominus|brother to Walter de Thornbury|husband to Isabel			Principal				Principal			M
HCM 589		Herdewyk'.	1311-07-22T00:00:00Z		3df6cfda-6319-45de-957e-28f75139a677	3df6cfda-6319-45de-957e-28f75139a677	3df6cfda-6319-45de-957e-28f75139a677;HCM 589	Isabel wife of the said William	Isabel wife of William brother of Walter Thornbury		PERSON	wife to William brother of Walter de Thornbury			Principal|Woman				Principal			W
HCM 589		Herdewyk'.	1311-07-22T00:00:00Z		626dc365-09ef-448b-a931-bc739d778b92			lands and tenements in Yeddefen loges	lands and tenements in Yeddefen loges		PLACE											
HCM 589		Herdewyk'.	1311-07-22T00:00:00Z		bc8cbf65-76fc-4782-bb08-25848707ff5b			Herdewyk'.	Herdewyk'		PLACE				Given at	Given at						
HCM 589		Herdewyk'.	1311-07-22T00:00:00Z		21df6f9e-d778-4dbd-a993-3233a7f59080	2aa1856b-d323-4e31-8389-0a715468b8bc	2aa1856b-d323-4e31-8389-0a715468b8bc;HCM 589	John de la More	John de la More		PERSON				Witness					Witness		M
HCM 589		Herdewyk'.	1311-07-22T00:00:00Z		440ab6a6-11e3-4230-900b-0c967fe94501	440ab6a6-11e3-4230-900b-0c967fe94501	440ab6a6-11e3-4230-900b-0c967fe94501;HCM 589	Richard le Schep	Richard le Schep		PERSON				Witness					Witness		M
HCM 589		Herdewyk'.	1311-07-22T00:00:00Z		35f8f292-ecd0-435a-a17e-8e6288372ee7	35f8f292-ecd0-435a-a17e-8e6288372ee7	35f8f292-ecd0-435a-a17e-8e6288372ee7;HCM 589	Adam de Sned	Adam de Sned		PERSON				Witness					Witness		M
HCM 589		Herdewyk'.	1311-07-22T00:00:00Z		803ff026-9711-486c-ba91-a72b726551ee	803ff026-9711-486c-ba91-a72b726551ee	803ff026-9711-486c-ba91-a72b726551ee;HCM 589	William de Bleegh(?)	William de Bleegh		PERSON	like Boughton-under-Blee? cf Wm de Blez, p.237 mid 13th Hereford Almshouse			Witness					Witness		M
HCM 589		Herdewyk'.	1311-07-22T00:00:00Z		9aa4da83-7637-4a8e-b060-b46a0a2aa487	9aa4da83-7637-4a8e-b060-b46a0a2aa487	9aa4da83-7637-4a8e-b060-b46a0a2aa487;HCM 589	John de Banwelle	John de Banwelle		PERSON				Witness|Scribe			Scribe		Witness		M
HCM 593		Fowehop’	1308-03-12T00:00:00Z		ac7ff64d-7ec7-4f98-a82b-beff15cc0ae0	ac7ff64d-7ec7-4f98-a82b-beff15cc0ae0	ac7ff64d-7ec7-4f98-a82b-beff15cc0ae0;HCM 593	Phillip son of Robert le Park;	Philip le Park	son of Robert le Park	PERSON				Principal		Parent		Principal			M
HCM 593		Fowehop’	1308-03-12T00:00:00Z		83a37a47-9039-4a4f-8195-c1a3c072887f	83a37a47-9039-4a4f-8195-c1a3c072887f	83a37a47-9039-4a4f-8195-c1a3c072887f;HCM 593	Robert le Park	Robert le Park		PERSON	father to Phillip|and maybe also to Richard, brother of Philip			Patronymic	Patronymic						M
HCM 593		Fowehop’	1308-03-12T00:00:00Z		5e6ee378-caa5-49c3-83d9-8025f79c7093	5e6ee378-caa5-49c3-83d9-8025f79c7093	5e6ee378-caa5-49c3-83d9-8025f79c7093;HCM 593	Richard his brother	Richard le Park	brother of Philip son of Robert le Park	PERSON	brother to Philip son of Robert le Park|presum. son to Lucy, mother of Phillip|presum son to Robert le Park|presum. also brother to Hugh			Principal				Principal			M
HCM 593		Fowehop’	1308-03-12T00:00:00Z		64f8b6c0-9074-4d3b-aee8-3e9a4eb6f8f0			one and a half acres of land in the territory of Fowehope,	one and a half acres of land in the territory of Fowehope		PLACE											
HCM 593		Fowehop’	1308-03-12T00:00:00Z		4dee2900-7cd0-4be7-a910-512ea43f8ca7	4dee2900-7cd0-4be7-a910-512ea43f8ca7	4dee2900-7cd0-4be7-a910-512ea43f8ca7;HCM 593	Lucy (Lutia) grantor's mother	Lucy wife of Robert le Park	mother of Philip son of Robert le Park	PERSON	mother to Philip son of Robert le Park|also presumably mother to Richard|also, presumably wife to Robert le Park			Lease-Holder|Woman	Lease-Holder|						W
HCM 593		Fowehop’	1308-03-12T00:00:00Z		446ea867-4067-424b-85d2-b97dc3c23470	446ea867-4067-424b-85d2-b97dc3c23470	446ea867-4067-424b-85d2-b97dc3c23470;HCM 593	Robert de Ho'tone	Robert de Ho'tone		PERSON				Neighbor	Neighbor						M
HCM 593		Fowehop’	1308-03-12T00:00:00Z		ad16c6e3-6d57-4b91-85b3-a78485da24ca	ad16c6e3-6d57-4b91-85b3-a78485da24ca	ad16c6e3-6d57-4b91-85b3-a78485da24ca;HCM 593	the lord	lord of Fowehope		PERSON				Neighbor|Office	Neighbor|	Office					M
HCM 593		Fowehop’	1308-03-12T00:00:00Z		bcf6d8b9-7bfa-460a-96dc-635b2f613ecc	bcf6d8b9-7bfa-460a-96dc-635b2f613ecc	bcf6d8b9-7bfa-460a-96dc-635b2f613ecc;HCM 593	John Speed	John Speed		PERSON				Neighbor	Neighbor						M
HCM 593		Fowehop’	1308-03-12T00:00:00Z		81e5bb18-93dd-408b-9afa-f8c110c5aa0d	27b86369-b141-40ee-92a8-00a299d01cf9	27b86369-b141-40ee-92a8-00a299d01cf9;HCM 593	William de Baysham	William de Baysham		PERSON				Neighbor	Neighbor						M
HCM 593		Fowehop’	1308-03-12T00:00:00Z		dfef6f2c-94e9-43e4-9f0f-02f7f9a6ffbb	dfef6f2c-94e9-43e4-9f0f-02f7f9a6ffbb	dfef6f2c-94e9-43e4-9f0f-02f7f9a6ffbb;HCM 593	Margery le Helmscmit	Margery le Helmscmit		PERSON				Neighbor|Woman	Neighbor|						W
