UUID	Document Number	Date	In Handlist	Common Name	QUOTE_TRANSCRIPTION	Lat	Lng	ANCHOR	TYPE	Place_Type	Person_Gender	TAGS	Role	Person_Named by	Person_Job	COMMENTS
fa84fa49-c8d5-4548-90ed-2fd00f857c86	HCM 1442	1306-01-01T01:00:00Z	0	London	London	51.51437	-0.09229	char-offset:52	PLACE			Nominative	Nominative			
bdd2ac81-8fef-4637-ac77-cf455e1d1053	HCM 1442	1306-01-01T01:00:00Z	0	Mende	Mende			char-offset:42	PLACE			Nominative	Nominative			
6014fa8e-8d14-4005-8008-644763182328	HCM 1442	1306-01-01T01:00:00Z	0	the archbishops and bishops of England, their administrators and officials.	the archbishops and bishops of England, their administrators and officials.			char-offset:299	PERSON			Collective|Office|Principal	Principal	Collective		
da12d5d3-31b1-4a81-ad6d-e5e9f4c621b3	HCM 1442	1306-01-01T01:00:00Z	0	the bishops of Engl	the bishops			char-offset:654	PERSON			Collective|Office		Collective		of England
acacc0c0-d4c6-4bfa-9c50-13bf2d23fab6	HCM 1442	1306-01-01T01:00:00Z	0	the chapter-house the cathedral church of London	the chapter-house the cathedral church of London			char-offset:927	PLACE	Building		Building				
ce77e295-bde7-49b2-b792-e17e125cb1fb	HCM 1442	1306-01-01T01:00:00Z	0	the commissioners	the commissioners			char-offset:906	PERSON			Collective|Office		Collective		that is, the Bishops of Mende and London
66775277-fb0d-4c1a-aed3-39dfa92448ce	HCM 1442	1306-01-01T01:00:00Z	0	Clement V	the Pope			char-offset:170	PERSON			Office		Office		
1666f889-955c-4e4e-95fd-fb81833e503d	HCM 1442	1306-01-01T01:00:00Z	0	Thomas de Cantilupe	Thomas de Cantilupo			char-offset:222	PERSON			Dead			bishop of Hereford	
3fbe9f43-6f1c-4b7e-86b1-d580df198b29	HCM 1442	1306-01-01T01:00:00Z	0	William	William			char-offset:64	PERSON			Principal			archdeacon of Aran in the church of Comminges, papal chaplain and envoy in England	
42081e91-5773-4418-999c-3895a99be543	HCM 1443	1306-07-16T00:00:00Z	0	Adam Orleton	the proctor			char-offset:1503	PERSON			Office		Office		Adam Orleton
8311f1a8-be9b-41b9-b081-2b3173d52acc	HCM 1443	1306-07-16T00:00:00Z	0	Avignon	Avignon	43.95000	4.80750	char-offset:2421	PLACE			Given at	Given at			
7e875eda-8df1-45da-96f4-62387fe5c4df	HCM 1443	1306-07-16T00:00:00Z	0	Bergamo	Bergamo			char-offset:1869	PLACE			Nominative	Nominative			
67870697-e457-4020-8328-1b4c5b1f020f	HCM 1443	1306-07-16T00:00:00Z	0	Cantiplue	Cantulupo			char-offset:294	PLACE			Nominative	Nominative			
e1fc7ad0-de9c-46db-9cfd-80a0884b9cdf	HCM 1443	1306-07-16T00:00:00Z	0	Guines, France	Gynes	50.86860	1.87440	char-offset:947	PLACE			Nominative	Nominative			
49f81339-7a2a-4fc3-aae7-da50b01440d3	HCM 1443	1306-07-16T00:00:00Z	0	Henry de Schorn	H. de Shorn			char-offset:36	PERSON			Principal			archdeacon of Hereford	Henry de Shorn
c6599444-3a16-451e-9a1c-a2dbc80480be	HCM 1443	1306-07-16T00:00:00Z	0	Hereford	Hereford	52.05598	-2.71755	char-offset:324	PLACE			Nominative	Nominative			
b5a72f9a-028f-40b0-8b7c-5add89738a36	HCM 1443	1306-07-16T00:00:00Z	0	John de Aqua Blanca	J., dean			char-offset:77	PERSON			Principal			dean of Hereford	John de Aqua Blanca, Dean of Hereford
608f7f45-94ab-464f-8d62-fe9e884f6b35	HCM 1443	1306-07-16T00:00:00Z	0	Orleton	Orl'ton',			char-offset:1431	PLACE			Nominative	Nominative			
5209a7f3-43b7-40b4-bf3f-f531bb4e1ab8	HCM 1443	1306-07-16T00:00:00Z	0	Schorn	Shorn'			char-offset:42	PERSON			Nominative	Nominative			
8d6aba0c-224d-4c6c-85db-4b3ae6550a6b	HCM 1443	1306-07-16T00:00:00Z	0	the bishops of London 	the papal comissloners			char-offset:209	PERSON			Office|Principal	Principal	Collective		that is, the Bishops of London and Mende
e06b18c9-8b8b-4828-aa36-396b8039006f	HCM 1443	1306-07-16T00:00:00Z	0	the cardinal commissioners	the cardinal commissioners			char-offset:2273	PERSON			Collective|Office		Collective		
af3873a7-bef5-4547-934a-b8d388f2e3a5	HCM 1443	1306-07-16T00:00:00Z	0	the chapter of Hereford	the chapter of Hereford			char-offset:1769	PERSON			Collective|Office		Collective		
7cb2d14e-b35e-46ea-8cbf-60b826f48311	HCM 1443	1306-07-16T00:00:00Z	0	the chapter of Hereford	the chapter of Hereford			char-offset:91	PERSON			Collective|Office|Principal	Principal	Collective		
aba31e48-b1f9-46b6-aaa2-dadfb01c04fa	HCM 1443	1306-07-16T00:00:00Z	0	The commissioners’ auditors and notaries	The commissioners’ auditors and notaries			char-offset:651	PERSON			Collective|Office		Collective		
77427935-c347-41a6-a6f9-32ce35f1e46b	HCM 1443	1306-07-16T00:00:00Z	0	dean and chapter of Hereford	the dean end chapter of Hereford,			char-offset:1907	PERSON			Collective|Office		Collective		
d51ce443-4ec9-46e6-b3e4-bcc303abc61f	HCM 1443	1306-07-16T00:00:00Z	0	the notaries	the notaries			char-offset:1398	PERSON			Collective|Office		Collective		
3bdeb895-35a4-4c0c-8913-489f7babc00d	HCM 1443	1306-07-16T00:00:00Z	0	Thomas de Cantilupe	Thome de Cantulupo			char-offset:285	PERSON			Dead			bishop of Hereford	Thomas de Cantilupe
3bfe3efe-c195-43a9-bb68-b8d2bba2fbc1	HCM 1485	1314-01-01T01:00:00Z	0	a certain shop, formerly belonging to Richard le tailour de Lugwardin	a certain shop, formerly belonging to Richard le tailour de Lugwardin			char-offset:157	PLACE	Building		Building				
27bba6dc-0e3b-44ea-86f1-5e193190288a	HCM 1485	1314-01-01T01:00:00Z	0	Ashton, Herefordshire	Aschtun	52.27364	-2.70926	char-offset:383	PLACE			Nominative	Nominative			
6d4fb41d-e4f5-4272-b7bf-dc5d51a65931	HCM 1485	1314-01-01T01:00:00Z	0	Aylineston	Aylineston			char-offset:82	PLACE			Nominative	Nominative			
89293adb-c879-4260-b67d-b1f7528c9f0a	HCM 1485	1314-01-01T01:00:00Z	0	cruce,	cruce,			char-offset:656	PLACE			Nominative	Nominative			
9f82c400-a360-4218-8043-8d584f0bd678	HCM 1485	1314-01-01T01:00:00Z	0	Gilbert Blod	Gilbert Blod			char-offset:580	PERSON			Witness	Witness			
95432811-118a-42a9-9ceb-2ec9df3509d1	HCM 1485	1314-01-01T01:00:00Z	0	Hereford	Hereford	52.05598	-2.71755	char-offset:570	PLACE			Given at	Given at			
8e16ac67-1e38-45bb-80bc-9b3576b5aaff	HCM 1485	1314-01-01T01:00:00Z	0	Hereford	Hereford	52.05598	-2.71755	char-offset:59	PLACE			Nominative	Nominative			
c95baa6d-96a3-4549-b560-c2acda4c5b70	HCM 1485	1314-01-01T01:00:00Z	0	Hugh Bade	Hugh Bade			char-offset:46	PERSON			Principal				
2f970317-e21f-4873-a860-9d850ade2177	HCM 1485	1314-01-01T01:00:00Z	0	Hugh Troue	Hugh Troue			char-offset:501	PERSON			Witness	Witness		bailiffs of the king at Hereford	
4185f47b-f3ed-49e8-9d15-97d15e759081	HCM 1485	1314-01-01T01:00:00Z	0	le Hale	le Hale			char-offset:622	PLACE			Nominative	Nominative			
ec6e6e39-ac13-430f-8061-31d077777dcf	HCM 1485	1314-01-01T01:00:00Z	0	Lugwardine, Herefordshire	Lugwardin	52.06669	-2.66344	char-offset:217	PLACE			Nominative	Nominative			
76364b06-0afe-4896-b326-d3b51bb52bf9	HCM 1485	1314-01-01T01:00:00Z	0	Ludlow, Shropshire	Lodelawe	52.36765	-2.71901	char-offset:713	PLACE			Nominative	Nominative			Ludlow
87e25a8c-88ec-4b43-9c00-a5544de151d3	HCM 1485	1314-01-01T01:00:00Z	0	Nicholas Iweyn	Nicholas Iweyn			char-offset:663	PERSON			Witness	Witness			
6f85dcad-71ef-4447-9967-4ed2fe5047a1	HCM 1485	1314-01-01T01:00:00Z	0	Richard de Cruce	Richard de cruce			char-offset:645	PERSON			Witness	Witness			
5472a704-2888-4932-ae0f-3bd76d27a746	HCM 1485	1314-01-01T01:00:00Z	0	Roger le Yongehosebonde	Roger le Yongehosebonde			char-offset:679	PERSON			Witness	Witness			
00ada241-068d-4320-a07b-927f06d8a716	HCM 1485	1314-01-01T01:00:00Z	0	Roger Ochelmon	Roger Ochelmon			char-offset:530	PERSON			Witness	Witness		bailiffs of the king at Hereford	
806759bf-eecb-49ed-96f8-30214802dbb6	HCM 1485	1314-01-01T01:00:00Z	0	Roger Penk	Roger Penk			char-offset:513	PERSON			Witness	Witness		bailiffs of the king at Hereford	
c3aca30a-595e-48f2-a12a-43b8a133b068	HCM 1485	1314-01-01T01:00:00Z	0	Simon de Lodelawe	Symon de Lodelawe			char-offset:704	PERSON			Scribe	Witness			
31cd4efc-c7fa-4fd4-8783-9708b34baae5	HCM 1485	1314-01-01T01:00:00Z	0	Thomas de Aylineston	Thomas de Aylineston			char-offset:72	PERSON			Principal				
08b806db-a946-4577-876b-4c6cfd07e628	HCM 1485	1314-01-01T01:00:00Z	0	Walter Thop	Walter Thop			char-offset:631	PERSON			Witness	Witness			
7d773163-349e-4bf3-8185-ac0bb9cecb7a	HCM 1485	1314-01-01T01:00:00Z	0	William Hamelyn	William Hamelyn			char-offset:594	PERSON			Witness	Witness			
93049043-31d1-4c9e-9e57-1c7ced1b162c	HCM 1485	1314-01-01T01:00:00Z	0	William in le Hale	William in le Hale			char-offset:611	PERSON			Witness	Witness			
32d88b35-3c40-4f33-9480-1f29595f0a3d	HCM 1489	1308-08-03T00:00:00Z	0	Brocwardin	Brocwardin			char-offset:975	PLACE			Nominative	Nominative			
b57c954a-a676-4839-81e3-5c0a1b42ebdf	HCM 1489	1308-08-03T00:00:00Z	0	Brinsop, Herefordshire	Brunsope	52.09925	-2.82011	char-offset:935	PLACE			Nominative	Nominative			
700c80b2-3737-4ee6-8e20-b22b3b1cd322	HCM 1489	1308-08-03T00:00:00Z	0	dean and chapter of Hereford	the dean and chapter			char-offset:474	PERSON			Collective		Collective		Dean and chapter of Hereford
8579d7ee-2248-4cd1-901a-210c4c42a16a	HCM 1489	1308-08-03T00:00:00Z	0	dean and chapter of Hereford	Dean and chapter of the church of Saint Ethelbert at Hereford			char-offset:124	PERSON			Collective|Principal	Principal	Collective		
b2701ba4-130b-4893-b09e-44d40c63a204	HCM 1489	1308-08-03T00:00:00Z	0	Gilbert Blod	Gilbert Blod			char-offset:761	PERSON			Witness	Witness			
63538cf1-2574-4892-baa8-566f1f20a6e8	HCM 1489	1308-08-03T00:00:00Z	0	Hereford	Hereford	52.05598	-2.71755	char-offset:722	PLACE			Given at	Given at			
74cd52dc-da2c-4321-8b6c-301bb24552e5	HCM 1489	1308-08-03T00:00:00Z	0	Hereford	Hereford	52.05598	-2.71755	char-offset:111	PLACE			Nominative	Nominative			
7ddb716a-45b4-4d5c-acef-d1f3a939f5dc	HCM 1489	1308-08-03T00:00:00Z	0	Hugh Troue	Hugh Troue			char-offset:855	PERSON			Witness	Witness			
c2404a62-de12-4df1-a43a-516c91b2c9fc	HCM 1489	1308-08-03T00:00:00Z	0	John de Maddeleye	John de Maddeleye			char-offset:867	PERSON			Witness	Witness			
5f511fd7-6ad5-4942-acad-a64cc8e47a0a	HCM 1489	1308-08-03T00:00:00Z	0	John Lightfot	John Lightfoot			char-offset:84	PERSON			Principal			citizen of Hereford	
68b256d1-a060-4414-92ce-2ca76c89a9ad	HCM 1489	1308-08-03T00:00:00Z	0	John Pryde	John Pride			char-offset:795	PERSON			Witness	Witness			
327b5fae-e150-4764-818d-2d415b4bd3fd	HCM 1489	1308-08-03T00:00:00Z	0	la Barre	la Barre			char-offset:785	PLACE			Nominative	Nominative			
093141b4-a63b-4fa4-b70b-71cb0759882f	HCM 1489	1308-08-03T00:00:00Z	0	Maddeleye	Maddeleye,			char-offset:875	PLACE			Nominative	Nominative			
df51b7f2-074a-484f-8b22-a32b3e8dc993	HCM 1489	1308-08-03T00:00:00Z	0	Nicholas Iweyn	Nicholas Iweyn			char-offset:839	PERSON			Witness	Witness			
71c6dfe4-8ff1-44a3-81f2-2bfc037e235c	HCM 1489	1308-08-03T00:00:00Z	0	Richard de Brochwardyn	Richard de Brocwardin			char-offset:964	PERSON			Witness	Witness			
23c8851f-e62d-4475-a055-5386b2810d83	HCM 1489	1308-08-03T00:00:00Z	0	Richard Ithenhaye	Richard Ithenhaye			char-offset:945	PERSON			Witness	Witness			
9badb229-aa84-483b-ba59-25052eeca96c	HCM 1489	1308-08-03T00:00:00Z	0	Richard Monyword	Richard Monyword			char-offset:807	PERSON			Witness	Witness			
855f1a10-6988-411a-b6be-048726786cf4	HCM 1489	1308-08-03T00:00:00Z	0	Roger de Brunsope	Roger de Brunsope			char-offset:926	PERSON			Witness	Witness			
9ebdf14f-17c5-4aab-9cb6-0c91e67ae8b0	HCM 1489	1308-08-03T00:00:00Z	0	Roger le Tailour	Roger le Taylour			char-offset:908	PERSON			Witness	Witness			
3fd85a29-b457-4a5e-b8b9-b2c046cb0cb6	HCM 1489	1308-08-03T00:00:00Z	0	the common bakehouse of the dean and chapter of Hereford	the common bakehouse of the dean and chapter at Hereford			char-offset:345	PLACE	Building		Building				
a159700d-85da-4d6e-b341-775b7c4f1969	HCM 1489	1308-08-03T00:00:00Z	0	dean and chapter of Hereford	the dean and chapter			char-offset:523	PERSON			Collective		Collective		of Hereford
fdcdd45d-1398-43a5-94d8-dca448305fb0	HCM 1489	1308-08-03T00:00:00Z	0	dean and chapter of Hereford	the dean and chapter			char-offset:691	PERSON			Collective		Collective		of Hereford
9f00c34c-aa62-4941-822e-579ceed9214a	HCM 1489	1308-08-03T00:00:00Z	0	Thomas de la Barre	Thomas de la Barre			char-offset:775	PERSON			Witness	Witness			
b6c5ed21-5106-4dcb-9420-68fddb5f9bfe	HCM 1489	1308-08-03T00:00:00Z	0	Walter Tope	Walter Tope			char-offset:826	PERSON			Witness	Witness			
47d16218-1c79-40f0-9283-63749b5b2b04	HCM 1489	1308-08-03T00:00:00Z	0	Welintone	Welynton'			char-offset:897	PLACE			Nominative	Nominative			
5c27a0d6-35e5-4bb3-8335-b2c2fb6c7393	HCM 1489	1308-08-03T00:00:00Z	0	William de Welynton	William de Welynton			char-offset:886	PERSON			Witness	Witness			
f16d52cc-b92c-44bf-9a00-adf38a3c2f81	HCM 1489	1308-08-03T00:00:00Z	0	William Godknave	William Godknave			char-offset:743	PERSON			Witness	Witness			
e3dc8a00-4e13-46d1-a582-4ed2c1eee4f1	HCM 150	1315-05-08T00:00:00Z	0	David de Rotherwas	Dauid de Retherwas			char-offset:504	PERSON			Witness	Witness			
7c47bc54-6b82-45a9-a1ca-718f4b9166a8	HCM 150	1315-05-08T00:00:00Z	0	Hereford	Hereford	52.05598	-2.71755	char-offset:132	PLACE			Nominative	Nominative			
7f9f4ce6-73df-49b8-9d3a-9507b71b8882	HCM 150	1315-05-08T00:00:00Z	0	John Alkin	John Alkyn			char-offset:421	PERSON			Dead				
8f83f469-951d-4f25-a7fa-48e9d140c70c	HCM 150	1315-05-08T00:00:00Z	0	John Peres	John Peres			char-offset:543	PERSON			Witness	Witness			
5c6e1628-5445-439d-8e3b-89a3c1eb5d67	HCM 150	1315-05-08T00:00:00Z	0	land formerly of Cecilia de Badesshawe	land formerly of Cecilia de Badesshawe			char-offset:250	PLACE			Property				
847920ca-29ed-4c8a-babf-d20856f9255d	HCM 150	1315-05-08T00:00:00Z	0	land formerly of Luke de Bergeueni,	land formerly of Luke de Bergeueni,			char-offset:334	PLACE			Property				
870dc2ad-2d40-4f1c-bd9b-b52863f4ea2c	HCM 150	1315-05-08T00:00:00Z	0	land of the parson of St. Nicholas in Hereford	land of the parson of St. Nicholas in Hereford			char-offset:195	PLACE			Property				
ad0eb248-fb35-468d-b706-ba39c32fd170	HCM 150	1315-05-08T00:00:00Z	0	Laurence son of Phillip son of Stephen	Laurence son of Phillip son of Stephen			char-offset:555	PERSON			Witness	Witness			
afac525f-be43-4571-a62c-dd14751cb986	HCM 150	1315-05-08T00:00:00Z	0	Roger de Ledebury	Roger de Ledebury			char-offset:524	PERSON			Witness	Witness			
c7eca02d-734b-40a2-ad54-257423bd7a0e	HCM 150	1315-05-08T00:00:00Z	0	Thomas de la Felde	Thomas de la Felde			char-offset:95	PERSON			Principal				
bff076d1-dc19-487a-8443-bcfd64f3e3e1	HCM 1503	1309-11-10T00:00:00Z	0	Canterbury	Canterbury,			char-offset:175	PLACE			Nominative	Nominative			
2ffd7776-0627-4363-a04d-8db49a7de20e	HCM 1503	1309-11-10T00:00:00Z	0	David, bishop of St. David's	D[avid], bishop of St. David's			char-offset:198	PERSON			Principal				
c0fc7d54-508b-4595-9196-8f9eab51afaa	HCM 1503	1309-11-10T00:00:00Z	0	Kidwelly, Carmarthenshire	Cadwely	51.73442	-4.31732	char-offset:584	PLACE			Nominative	Nominative			
ef2d3764-8f25-4708-8e03-aeb20f900a7c	HCM 1503	1309-11-10T00:00:00Z	0	la Boxe	la Boxe			char-offset:357	PLACE			Nominative	Nominative		rector of the said church	
18adce38-6369-4cc9-9f97-7212fe7751a8	HCM 1503	1309-11-10T00:00:00Z	0	London	London	51.51437	-0.09229	char-offset:938	PLACE			Given at	Given at			
598b2a4e-9cea-4cac-84a2-e02b1889ec9d	HCM 1503	1309-11-10T00:00:00Z	0	London	London	51.51437	-0.09229	char-offset:116	PLACE			Nominative	Nominative			
70f84afe-f0ee-4978-937f-a7d0a3e2760d	HCM 1503	1309-11-10T00:00:00Z	0	Monmouth	Monemowe			char-offset:571	PLACE			Nominative	Nominative			Monmouth?
e0f4e2d6-a658-4515-b066-c88b591611e8	HCM 1503	1309-11-10T00:00:00Z	0	priors of Monemowe and Cadwely	priors of Monemowe and Cadwely			char-offset:561	PERSON			Collective|Office		Collective		two of them: Prior of M and Prior of C
841a2894-ee85-476f-92c5-00ac3aa08f50	HCM 1503	1309-11-10T00:00:00Z	0	St. Davids, Pembrokeshire	St. David's	51.88087	-5.26464	char-offset:217	PLACE			Nominative	Nominative			
4c2b1d73-629b-48a5-8993-e78bad3f2c02	HCM 1503	1309-11-10T00:00:00Z	0	the dean of the church of the blessed Mary of the Arches at London	the dean of the church of the blessed Mary of the Arches at London			char-offset:56	PERSON			Office|Principal	Principal	Office	commissary general of the official of the Court of Canterbury	
4f5b3e06-8d6d-44f4-b046-761224af3261	HCM 1504	1309-01-16T00:00:00Z	0	Arley Kings, Worcestershire	Arleye	52.33449	-2.29196	char-offset:587	PLACE			Given at	Given at			Areley Kings, Worcestershire? (sp?)
32cc78cd-fc1e-42f3-972f-b891c5bf4310	HCM 1504	1309-01-16T00:00:00Z	0	David, bishop of St. David's	D[avid], bishop of St. David's			char-offset:57	PERSON			Principal				
37758a6c-933a-4151-9da2-d265fe6f4d59	HCM 1504	1309-01-16T00:00:00Z	0	Dean of Church of St Mary of Arches, London	the dean of the Court of Arches			char-offset:331	PERSON			Office		Office		Dean of Church of St Mary of Arches, London
07e611cd-683a-4253-9ab4-5a7d15254574	HCM 1504	1309-01-16T00:00:00Z	0	Gregory, perpetual vicar of L	Gregory, perpetual vicar of the church of Landesteffan			char-offset:198	PERSON			Principal			vicar of the church of Landesteffan	
fb08c2df-2e39-4e39-9a85-180cc80c1fa2	HCM 1504	1309-01-16T00:00:00Z	0	John, rector of the church of Penbray	John, rector of the church of Penbray			char-offset:123	PERSON			Principal			rector of the church of Penbray	
ebd101f2-d66e-42fd-b3ee-1e529ae0f290	HCM 1504	1309-01-16T00:00:00Z	0	Kidwelly, Carmarthenshire	Kedwell	51.73442	-4.31732	char-offset:105	PLACE			Nominative	Nominative			
3591dd37-b959-4e8e-98b8-d87b0ef950eb	HCM 1504	1309-01-16T00:00:00Z	0	Llansteffen Castle, Carmarthenshire	Landesteffan	51.76564	-4.39057	char-offset:240	PLACE			Nominative	Nominative			
b061811b-2ec8-4913-9a2d-26d7e48cb0fb	HCM 1504	1309-01-16T00:00:00Z	0	St. Davids, Pembrokeshire	St. David's	51.88087	-5.26464	char-offset:76	PLACE			Nominative	Nominative			
3a8460ea-4d31-488d-86c9-e9d5b7a45e62	HCM 1504	1309-01-16T00:00:00Z	0	the prior of Kedewelly	the prior of Kedwell’			char-offset:92	PERSON			Office|Principal	Principal	Office		
304f9d5c-e4d0-4dfc-8c02-8696b0ee5d9a	HCM 1504	1309-01-16T00:00:00Z	0	the Prior of Kermerdyn	the prior of Kermerdyn			char-offset:162	PERSON			Office|Principal	Principal	Office		
d9d5eb87-6a59-48e4-a54a-005b798d0afb	HCM 1505	1309-02-23T00:00:00Z	0	David, bishop of St. David's	D [avid], bishop of St. David's			char-offset:105	PERSON			Principal				
b989757f-a1df-41ea-a28b-8e682522004d	HCM 1505	1309-02-23T00:00:00Z	0	Boxford, Suffolk	de la Boxe	52.02857	0.85918	char-offset:460	PLACE			Nominative	Nominative			
dfdaf8cd-1a2c-4b09-83bf-4986f635a716	HCM 1505	1309-02-23T00:00:00Z	0	de Monem',	de Monem',			char-offset:499	PLACE			Nominative	Nominative			
901a4e4f-63d6-40c9-94ad-7760a3cbf4e6	HCM 1505	1309-02-23T00:00:00Z	0	John, rector of the church of Penbray	John, rector of the church of Penbray,			char-offset:180	PERSON			Principal			rector of the church of Penbray	
32847f45-4498-4369-bc87-3732369c34c9	HCM 1505	1309-02-23T00:00:00Z	0	Kidwelly, Carmarthenshire	Kedewelly	51.73442	-4.31732	char-offset:161	PLACE			Nominative	Nominative			
912fecc1-bcd8-4980-8ea2-a68d810ac536	HCM 1505	1309-02-23T00:00:00Z	0	Carmarthen, Wales	Kermerdyn	51.85600	-4.31600	char-offset:1059	PLACE			Given at	Given at			
95d9e547-8a54-46e8-9488-88d19686f1ca	HCM 1505	1309-02-23T00:00:00Z	0	Carmarthen, Wales	Kermerdyn	51.85600	-4.31600	char-offset:79	PLACE			Nominative	Nominative			
21cb97e1-5403-4811-93d9-4b826e0789df	HCM 1505	1309-02-23T00:00:00Z	0	prior of Kermerdyn	the prior			char-offset:974	PERSON			Office		Office		Prior of Kermerdyn
400b88f6-511a-4365-b2fa-184bb0eb2f34	HCM 1505	1309-02-23T00:00:00Z	0	St. Ishmael, Carmarthenshire	Saint Ismael'	51.74562	-4.37054	char-offset:700	PLACE			Nominative	Nominative			
9144a499-4c03-461b-b4f1-5de173275c0c	HCM 1505	1309-02-23T00:00:00Z	0	St. Davids, Pembrokeshire	St. David's	51.88087	-5.26464	char-offset:125	PLACE			Nominative	Nominative			
1da887b0-a594-44aa-a495-7ba06dac9da9	HCM 1505	1309-02-23T00:00:00Z	0	the church of Saint Ismael	the church of Saint Ismael			char-offset:686	PLACE	Building		Building				
a324bab5-0aab-4009-a570-ab9416e3508d	HCM 1505	1309-02-23T00:00:00Z	0	the prior of Kedewelly	the prior of Kedewelly			char-offset:148	PERSON			Office|Principal	Principal	Office		
d92af549-bcff-4044-b3b2-46c0dcf3f1f1	HCM 1505	1309-02-23T00:00:00Z	0	the Prior of Kermerdyn	he Prior of Kermerdyn			char-offset:67	PERSON			Office|Principal	Principal	Office		
46a08ec3-99c5-4dce-aabf-bc5d37383364	HCM 1505	1309-02-23T00:00:00Z	0	the Priory of Kedewelly	the Priory of Kedewelly			char-offset:584	PLACE	Building		Building				
97a5838c-52a1-4327-9028-dce535911c4b	HCM 1505	1309-02-23T00:00:00Z	0	the proctors of the said magister Maurice	the proctors of the said magister Maurice			char-offset:866	PERSON			Collective|Office		Collective		
6b9159b1-1e9c-4087-a093-58f0d018e01c	HCM 1506	1309-01-01T01:00:00Z	0	manor at Castrum lupi	manor at Castrum lupi			char-offset:1048	PLACE	Building		Building				
143522dd-dd05-4829-abbb-8c460fde9589	HCM 1506	1309-01-01T01:00:00Z	0	Maurice de Novo	Maurice de Novo			char-offset:199	PERSON			Principal				
7823fd58-34a3-47c9-8948-46209b94e064	HCM 1506	1309-01-01T01:00:00Z	0	the church of Lanleweny	the church of Lanleweny			char-offset:499	PLACE	Building		Building				
b31f68ea-6690-4b26-bf63-260199e11f19	HCM 1506	1309-01-01T01:00:00Z	0	the church of Saint Ismael	the church of Saint Ismael’			char-offset:80	PLACE	Building		Building				
144065f1-1815-48c5-8e4e-d300e71dce84	HCM 1506	1309-01-01T01:00:00Z	0	the parish church of Saint Peter at Kermerdin	the parish church of Saint Peter at Kermerdin			char-offset:1358	PLACE	Building		Building				
47c20d32-4a2a-4709-91ca-85e4fecd61f3	HCM 1507 C		0	Bosbury, Herefordshire	Bosebury	52.08817	-2.44501	char-offset:301	PLACE			Given at	Given at			
b09c8144-9bde-42e2-9cdc-a6fc2e0bbba9	HCM 1507 C		0	Richard Swinfield	Richard [Swinfield]			char-offset:51	PERSON			Principal			bishop of Hereford,	
20b8b0ad-44f7-47e7-b2bb-570bc71a9fcb	HCM 1523	1314-05-01T00:00:00Z	0	Cradok' ap Morgan	Cradok' ap Morgan			char-offset:133	PERSON			Principal				
fd42439b-83f6-4c6d-b552-eb495de333db	HCM 1523	1314-05-01T00:00:00Z	0	Gruff[ith] ap Oweyn	Gruff[ith] ap Oweyn			char-offset:112	PERSON			Principal				
b0fc3937-bf30-48f6-919d-212284cd3ceb	HCM 1523	1314-05-01T00:00:00Z	0	John Iweyn	John Iweyn			char-offset:176	PERSON			Principal				
cc49ceaf-5170-4817-812f-d6b485e80ad3	HCM 1523	1314-05-01T00:00:00Z	0	Lewelin ap Oweyn	Lewelin ap Oweyn			char-offset:77	PERSON			Principal				"brother to Willym and Gruffith? (""ap"" = ""son of"" in Welsh?)"
a806b500-f9a4-425c-8f33-6ac39363bb11	HCM 1523	1314-05-01T00:00:00Z	0	Swansea, Wales	Sweynes'	51.62628	-3.94005	char-offset:762	PLACE			Given at	Given at			
1d1cd966-b920-4c85-8d3f-30498968a68a	HCM 1523	1314-05-01T00:00:00Z	0	Willym ap Oweyn	Willym ap Oweyn			char-offset:95	PERSON			Principal				
a96c07d9-984e-4efa-990f-b65914651f00	HCM 1529	1315-10-20T00:00:00Z	0	Davyd de la Barre	Davyd de la Barre			char-offset:331	PERSON			Witness	Witness			
08950bbe-0010-475f-a1fd-55182ae1b35b	HCM 1529	1315-10-20T00:00:00Z	0	John Batun	John Batyn			char-offset:406	PERSON			Witness	Witness			
617ecb15-45f3-473a-aecb-1b7e012aabf5	HCM 1529	1315-10-20T00:00:00Z	0	John Iweyn	John Iweyn			char-offset:94	PERSON			Principal				
ed20ee01-a085-4e05-aab0-3a0efb8222ff	HCM 1529	1315-10-20T00:00:00Z	0	John Iweyn	John Wyn			char-offset:418	PERSON			Witness	Witness			
75403d5a-15bc-46cf-ac34-1e368eacc5f1	HCM 1529	1315-10-20T00:00:00Z	0	Oystermouth Castle, Wales	Ostrem	51.57645	-4.00297	char-offset:277	PLACE			Given at	Given at			
c4f35bf5-e8f4-4ac2-b8ed-4bf254b01ec6	HCM 1529	1315-10-20T00:00:00Z	0	Peter Knoyl	Peter le Knoyl			char-offset:372	PERSON			Witness	Witness			
8b4a361a-9231-4506-b91d-08bad50a0bc9	HCM 1529	1315-10-20T00:00:00Z	0	Robert de Penebrugg	Robert de Penebrugg			char-offset:350	PERSON			Witness	Witness			
aa88a260-2406-4d12-9fc8-07f4d5d0a76a	HCM 1529	1315-10-20T00:00:00Z	0	Robert de Penres	Robert de Penres			char-offset:305	PERSON			Witness	Witness		knight	
c5c249af-29cb-4be1-a03c-c575f1c3e30e	HCM 1529	1315-10-20T00:00:00Z	0	William de Brewos	Williem de Brewes'			char-offset:30	PERSON			Principal				
