Doc Number,Alt Numbering,Normalized text,Person ID,QUOTE_TRANSCRIPTION,UUID,Supplemental naming,COMMENTS,Principal|Office,Unhandled Tags 2,Clerical?,Patronymic?,Named by,Scribe,Principal,Witness,Dead,Gender
HCM 536,,John de Holme Lacy,b788de98-a3e4-4f87-8f10-7588821098af,John son of Gilbert de Homme lacy,f955f744-542b-4c14-ac72-4d59f5049f66,son of Gilbert de Homme Lacy,,Witness,,,,Parent,,,Witness,,M
HCM 538,,John de Holme Lacy,b788de98-a3e4-4f87-8f10-7588821098af,John son of @ilbert,22a67f31-e5f2-474f-b6bb-3ae6b51f121c,son of Gilbert de Homme Lacy,John son of Gilbert,Witness|Scribe,,,,Parent,Scribe,,Witness,,M
HCM 1247,,John de Homptone,7a081ebd-d6bc-409b-87ac-367d1bb076fe,John de Homptone,573d5ccb-ef71-4bed-89a2-b7fb519fcc65,,father to Thomas son of John de Homptone,Witness,,,,,,,Witness,,M
HCM 556,,John de Homptone,7a081ebd-d6bc-409b-87ac-367d1bb076fe,John de ae,5f811ed4-ba6d-44dc-ba85-3491402d27a4; 26646c2c-df8e-47be-b90a-78bdb420ada6,,John de Hompton',Neighbor,Neighbor,,,,,,Witness,,M
HCM 557,,John de Homptone,7a081ebd-d6bc-409b-87ac-367d1bb076fe,John de Hompton,10b4fd93-0347-48bf-a611-15dcf3836574; c5d9e586-73f4-4c82-8b30-ab1510fd3625,,,Neighbor,Neighbor,,,,,,Witness,,M
HCM 638,,John de Homptone,7a081ebd-d6bc-409b-87ac-367d1bb076fe,John de Homptone,a33c56aa-542d-4e3e-b67f-1c1e5780b56b,,,Principal,,,,,,Principal,,,M
HCM 644,,John de Homptone,7a081ebd-d6bc-409b-87ac-367d1bb076fe,John de Homptone de Luyde son of Roger de Homptone;,7a081ebd-d6bc-409b-87ac-367d1bb076fe,de Luyde; son of Roger de Homptone,son of Roger de Homptone,Principal,,,,Parent,,Principal,,,M
HCM 292,,John de Hope,d7138ff4-02e1-4da5-bf5a-b86b8d8ed348,John de Hope,d7138ff4-02e1-4da5-bf5a-b86b8d8ed348,,,Witness,,,,,,,Witness,,M
HCM 294,,John de Hope,d7138ff4-02e1-4da5-bf5a-b86b8d8ed348,John de Hope,8478c968-95b4-4b7c-a4a0-3e61313c2516,,counterpart of HCM 292,Witness,,,,,,,,,
HCM 322,,John de Hulhampton,63de0c5e-831a-4193-a10b-b186e9b8fbd0,"John de Houton',",bfe669c4-77a5-4a69-96d7-5c8337297292,,shares several entities w/John of Hulhampton docs,Witness,,,,,,,Witness,,M
HCM 324,,John de Hulhampton,63de0c5e-831a-4193-a10b-b186e9b8fbd0,John‘de fullampton’,63de0c5e-831a-4193-a10b-b186e9b8fbd0,,Hullampton,Witness|Scribe,,,,,Scribe,,Witness,,M
HCM 326,,John de Hulhampton,63de0c5e-831a-4193-a10b-b186e9b8fbd0,"John de Hulhampton',",2bf09e22-611d-45f8-a431-5d6f3763a0ce,,,Witness,,,,,,,Witness,,M
RBLR 2502,,John de Hulhampton,63de0c5e-831a-4193-a10b-b186e9b8fbd0,"John de Houton, parson of the church of Possewyk",888cad34-4b56-4d72-aea8-f7235255a4bf,parson of the church of Possewyk,"(aka Houton, Houlton); going abroad in royal party; Burghill and Houton placenames same vicinity / other docs",Principal|Clerical|Agent,Agent,TRUE,,Parent,,Principal,,,M
HCM 1276,,John de Huntelowe,c684f167-bd1b-4551-810a-20c64f85e1ad,"John de Huntelowe,",c684f167-bd1b-4551-810a-20c64f85e1ad,,,Witness,,,,,,,Witness,,M
HCM 1277,,John de Huntelowe,c684f167-bd1b-4551-810a-20c64f85e1ad,John de Huntelowe,54157b0c-0a08-40a5-81d9-762f2f552c61,,,Witness,,,,,,,Witness,,M
HCM 2053,,John de Huntelowe,c684f167-bd1b-4551-810a-20c64f85e1ad,John de iiuntelawe,e75eb7c0-699a-42bf-b1d0-bcb05ae4f80b,,,Witness,,,,,,,Witness,,M
HCM 2056,,John de Huntelowe,c684f167-bd1b-4551-810a-20c64f85e1ad,"John, son and heir of Walter de Huntelowe",f9a4b1c4-5ee7-4fee-b37a-93e69d7e9999,son and heir of Walter de Huntelowe,,Principal,,,,,,Principal,,,M
HCM 279,,John de Huntelowe,c684f167-bd1b-4551-810a-20c64f85e1ad,John son of Walter de Huntelowe,4d7a3d6c-865b-4537-b741-0d25352b5cdb,son and heir of Walter de Huntelowe,,Witness,,,,Parent,,,Witness,,M
HCM 635,,John de Huntelowe,c684f167-bd1b-4551-810a-20c64f85e1ad,John de Huntelawe,8bdeb9d7-d1a3-4de3-a4b6-22a727d8b528,,,Witness,,,,,,,Witness,,M
HCM 1049,,John de Kemeseye,d32f70d1-07b8-41da-a100-1967fff70c02,John de Kemeseye numerans,1025dfe2-1319-4ad8-a4ce-87c1da177956,treasurer,,Principal|Clerical|Agent,Agent,TRUE,,,,Principal,,,M
HCM 1414,,John de Kemeseye,d32f70d1-07b8-41da-a100-1967fff70c02,John de Kemeseye,3ba23914-d601-40a1-a5a0-d317613c7612,dominus,,Principal|Clerical,,TRUE,,,,Principal,,,M
HCM 1908,,John de Kemeseye,d32f70d1-07b8-41da-a100-1967fff70c02,"John de Kemes',",1b02c6a0-d52b-4cbc-920e-463849245034,,,Witness,,,,,,,Witness,,M
HCM 2159,,John de Kemeseye,d32f70d1-07b8-41da-a100-1967fff70c02,"Sohn de Kemeseye, treasurer in the aforesaid church of Hereford",51b0312c-1247-4261-bfae-98c57de11027,treasurer in the aforesaid church of Hereford,,Clerical|Witness,,TRUE,,,,,Witness,,M
HCM 2878,,John de Kemeseye,d32f70d1-07b8-41da-a100-1967fff70c02,"John de Kemes', treasurer of Hereford,",3aa1e10d-9065-424e-856b-8cfc87d00bd2,treasurer of Hereford,,Principal|Clerical,,TRUE,,,,Principal,,,M
HCM 2879,,John de Kemeseye,d32f70d1-07b8-41da-a100-1967fff70c02,"John de Kemeseye, treasurer in the church of St. Ethelbert of Hereford",ef90f2c6-f007-4fa1-9a1c-13e8e1c3033e,treasurer in the church of St. Ethelbert of Hereford,,Principal|Clerical,,TRUE,,,,Principal,,,M
HCM 2880,,John de Kemeseye,d32f70d1-07b8-41da-a100-1967fff70c02,"John de Kemeseye, late treasurer and prebendary of Berton’",6cfa6fa4-81af-4924-ba6f-91448b846865,late treasurer and prebendary of Berton’,,Dead|Clerical,,TRUE,,,,,,Dead,M
HCM 352,,John de Kemeseye,d32f70d1-07b8-41da-a100-1967fff70c02,"John de Kemeseya, chaplain",0a52a7ad-5909-47d9-9c6d-85a219dedf34,chaplain,brother to Richard,Principal|Clerical,,TRUE,,,,Principal,,,M
HCM 354,,John de Kemeseye,d32f70d1-07b8-41da-a100-1967fff70c02,John de Kemeseye.,565e0bb2-f1a4-4f37-826b-bb3db86037de,,,Principal|Clerical,,TRUE,,,,Principal,,,M
HCM 355,,John de Kemeseye,d32f70d1-07b8-41da-a100-1967fff70c02,John de Kemeseya,9939199b-a224-4fe6-8d51-a69a16745498,,,Principal|Clerical,,TRUE,,,,Principal,,,M
HCM 398,,John de Kemeseye,d32f70d1-07b8-41da-a100-1967fff70c02,Jonn de Kemesing’,a3e1361c-856b-4a65-8bfa-5de3890b7824,,,Witness,,,,,,,Witness,,M
HCM 405,,John de Kemeseye,d32f70d1-07b8-41da-a100-1967fff70c02,"John de Kemesinge,",a06f1f42-72d1-49e4-ba35-bb1a9f21ca1a,,,Witness,,,,,,,Witness,,M
HCM 406,,John de Kemeseye,d32f70d1-07b8-41da-a100-1967fff70c02,"John de Kemesing',",2ea7b26b-f830-4c40-aee6-a668831d7a6f,,,Witness,,,,,,,Witness,,M
HCM 608,,John de Kemeseye,d32f70d1-07b8-41da-a100-1967fff70c02,"John de Kemesynge,",4aba2bef-8b90-40e2-a50e-c865a99cb5df; f3a0638f-f488-429c-aba8-4a6fb7b1aecc,,,Neighbor,Neighbor,,,,,,Witness,,M
HCM 610,,John de Kemeseye,d32f70d1-07b8-41da-a100-1967fff70c02,John de Kemesinge,90bc2190-2d0d-4749-8734-f7e7f93c50a4,husband to Cecilia,,Principal,,,,,,Principal,,,M
HCM 63,,John de Kemeseye,d32f70d1-07b8-41da-a100-1967fff70c02,John de Kemeseye,aea0f6b6-c24c-4db7-80ba-276c62a29ebb,,,Neighbor,Neighbor,,,,,,,,M
HCM 769,,John de Kemeseye,d32f70d1-07b8-41da-a100-1967fff70c02,"John de Kemeseye,",ec2e1ae7-4764-43c3-8eeb-d6161ede7372,,chaplain of the bishop|(dominus),Witness|Clerical,,TRUE,,,,,Witness,,M
RBLR 0701,,John de Kemeseye,d32f70d1-07b8-41da-a100-1967fff70c02,"Domini Johannes de Kemeseya [John de Kemeseye canon],",d678f8fb-10b4-47b8-a340-3c58b60f1601,canon,,Witness|Clerical,,,,,,,,,
RBLR 0907,"RBLR 0907, HCM 1733",John de Kemeseye,d32f70d1-07b8-41da-a100-1967fff70c02,John de Kemesynge,88cbf733-d46a-4a5a-8af0-a2ac7f9ec05a,,formerly|husband to Cecilia,Lease-Holder,,,,,,,,,M
RBLR 1605,,John de Kemeseye,d32f70d1-07b8-41da-a100-1967fff70c02,"Johannis de Kemeseye, thesaurarii Herefordensis;",ca81276a-70f4-494b-b84b-dcac185e8553,thesaurarii Herefordensis;,,Witness|Clerical,,TRUE,,,,,Witness,,M
RBLR 1702,"RBLR 1702, HCM 1024",John de Kemeseye,d32f70d1-07b8-41da-a100-1967fff70c02,"John de Kemeseye, treasurer of Hereford and one of the executors of the will of dominus Richard de Swynefeud",72fcfd7c-8b47-4b64-9cc3-33663a566f9d,treasurer of Hereford and one of the executors of the will of dominus Richard de Swynefeud,,Principal|Clerical|Agent,Agent,TRUE,,,,Principal,,,M
RBLR 1703,"RBLR 1703, HCM 1001",John de Kemeseye,d32f70d1-07b8-41da-a100-1967fff70c02,"John de Kemeseye, treasurer of Hereford and one of the executors of the will of dominus Richard de Swinefeud, formerly bishop of Hereford,",3e0b8678-f88d-4a31-943a-f8648b93ae7d,"treasurer of Hereford and one of the executors of the will of dominus Richard de Swinefeud, formerly bishop of Hereford,",,Principal|Clerical|Agent,Agent,TRUE,,,,Principal,,,M
RBLR 1704,"RBLR 1704, HCM 1015",John de Kemeseye,d32f70d1-07b8-41da-a100-1967fff70c02,"John de Kemeseye, treasurer of Hereford",a3f9be72-f07c-4fe7-985c-b2eb9c631268,treasurer of Hereford,as exec for RS,Principal|Clerical|Agent,Agent,TRUE,,,,Principal,,,M
RBLR 1708,"RBLR 1708, HCM 1045",John de Kemeseye,d32f70d1-07b8-41da-a100-1967fff70c02,"John de Kemeseye, treasurer of Hereford and one of the executors of the will of dominus Richard de Swynefeud",74af29de-14c7-428d-889d-d436af7c5852,treasurer of Hereford and one of the executors of the will of dominus Richard de Swynefeud,,Principal|Clerical|Agent,Agent,TRUE,,,,Principal,,,M
RBLR 1709,"RBLR 1709, HCM 1046",John de Kemeseye,d32f70d1-07b8-41da-a100-1967fff70c02,"John de Kemeseye, treasurer of Hereford and one of the executors of the will of dominus Richard de Swynefeud",060cbff7-7a10-46a7-8638-f3de1e9e9f77,treasurer of Hereford and one of the executors of the will of dominus Richard de Swynefeud,,Principal|Clerical|Agent,Agent,TRUE,,,,Principal,,,M
RBLR 1710,"RBLR 1710, HCM 1048",John de Kemeseye,d32f70d1-07b8-41da-a100-1967fff70c02,"John de Kemeseye, treasurer of Hereford and one of the executors of the will of dominus Richard de Swynefeud",d1fc9def-3af7-4839-828a-d0b6e08fb160,treasurer of Hereford and one of the executors of the will of dominus Richard de Swynefeud,,Principal|Clerical|Agent,Agent,TRUE,,,,Principal,,,M
RBLR 1711,"RBLR 1711, HCM 2724",John de Kemeseye,d32f70d1-07b8-41da-a100-1967fff70c02,"John de Kernes', treasurer of Hereford, executor [of the will of Richard] de Swinefeud",37e0e87e-1486-44f2-9d29-917a85df32e9,"treasurer of Hereford, executor [of the will of Richard] de Swinefeud",,Principal|Clerical|Agent,Agent,TRUE,,,,Principal,,,M
RBLR 1712,"RBLR 1712, HCM 1037",John de Kemeseye,d32f70d1-07b8-41da-a100-1967fff70c02,"John de Kemeseye, treasurer of Hereford and one of the executors of the will of dominus Richard de Swynefeud",8c1adb0d-3c71-49cb-b321-2a2ad07fa638,treasurer of Hereford and one of the executors of the will of dominus Richard de Swynefeud,,Principal|Clerical|Agent,Agent,TRUE,,,,Principal,,,M
RBLR 1713,"RBLR 1713, HCM 1005",John de Kemeseye,d32f70d1-07b8-41da-a100-1967fff70c02,"John de Kemeseye, treasurer of Hereford, one of the executors of the will of dominus Richard de Swynefeud, formerly bishop of Hereford",d32f70d1-07b8-41da-a100-1967fff70c02,"treasurer of Hereford, one of the executors of the will of dominus Richard de Swynefeud, formerly bishop of Hereford",,Principal|Clerical|Agent,Agent,TRUE,,,,Principal,,,M
RBLR 1714,"RBLR 1714, HCM 1011",John de Kemeseye,d32f70d1-07b8-41da-a100-1967fff70c02,"John de Kemeseye, treasurer of Hereford",7d178f0f-d425-4f8e-853f-7b755d503449,treasurer of Hereford,executor of RS,Principal|Clerical|Agent,Agent,TRUE,,,,Principal,,,M
RBLR 1715,"RBLR 1715, HCM 1028",John de Kemeseye,d32f70d1-07b8-41da-a100-1967fff70c02,"John de Kemeseye, treasurer of Hereford",aa242a52-3185-4ff2-9ae9-61f3707fd8ff,treasurer of Hereford,,Principal|Clerical,,TRUE,,,,Principal,,,M
RBLR 1717,"RBLR 1717, HCM 1030",John de Kemeseye,d32f70d1-07b8-41da-a100-1967fff70c02,"John de Kemeseye, treasurer of Hereford",fbb2dc63-879d-4412-8370-3f9a3457c653,treasurer of Hereford,executor of RS,Principal|Clerical|Agent,Agent,TRUE,,,,Principal,,,M
RBLR 1719,"RBLR 1719, HCM 1013",John de Kemeseye,d32f70d1-07b8-41da-a100-1967fff70c02,"Kemeseye, treasurer of Hereford",5609a75d-8d6d-4de2-b35a-125026cea479,treasurer of Hereford,executor of RS,Principal|Clerical|Agent,Agent,TRUE,,,,Principal,,,M
RBLR 1720,"RBLR 1720, HCM 1021",John de Kemeseye,d32f70d1-07b8-41da-a100-1967fff70c02,"John de Kemeseye, treasurer in the church of Hereford",5b2e114b-38ac-4710-af3c-2b42d785ff4a,treasurer in the church of Hereford,exector of RS,Principal|Clerical|Agent,Agent,TRUE,,,,Principal,,,M
RBLR 1721,"RBLR 1721, HCM 1040",John de Kemeseye,d32f70d1-07b8-41da-a100-1967fff70c02,"John de Kemeseye, treasurer of Hereford",e3cab607-18f1-437c-baad-b8509e2a9927,treasurer of Hereford,,Principal|Clerical|Agent,Agent,TRUE,,,,Principal,,,M
RBLR 1722,"RBLR 1722, HCM 1041",John de Kemeseye,d32f70d1-07b8-41da-a100-1967fff70c02,John de Kemeseye,20f423bf-e029-415a-970a-33b842b278b4,,Executor of RS|Canon of H,Principal|Clerical|Agent,Agent,TRUE,,,,Principal,,,M
RBLR 1723,"RBLR 1723, HCM 1004",John de Kemeseye,d32f70d1-07b8-41da-a100-1967fff70c02,"John de Kemeseye, treasurer of Hereford, one of the executors of the will of dominus Richard de Swynefeud, formerly bishop of Hereford",3ccc1c50-6936-486b-a83c-90e376444268,"treasurer of Hereford, one of the executors of the will of dominus Richard de Swynefeud, formerly bishop of Hereford",,Principal|Clerical|Agent,Agent,TRUE,,,,Principal,,,M
RBLR 4604,"RBLR 4604, HCM 360",John de Kemeseye II,ac5ca439-494c-40df-be5c-b9bcf2e5a042,"John de Kemeseye,",ac5ca439-494c-40df-be5c-b9bcf2e5a042,,"a relation of J de K, executor of RS?",Witness,,,,,,,Witness,,M
HCM 1169,,John de Kingeston,b3618548-5ecc-427a-b006-54e02a1f11a6,"John de Kyngeston', prior of the monastery of Lanthon' Prima of the diocese of St. Davids, and the convent of the same place",b3618548-5ecc-427a-b006-54e02a1f11a6,prior of Lanthony Prima in the diocese of St. Davids,,Principal|Clerical,,TRUE,,,,Principal,,,M
RBLR 0701,,John de Kingeston priest,fad642f7-175a-4a02-8c8c-7afc4843ce9c,"Joannes de Kingestone [John de Kingeston priest],",fad642f7-175a-4a02-8c8c-7afc4843ce9c,presbyteri [priests];,distinct from John de Kingeston prior of Llanthony Prima surely,Witness|Clerical,,,,,,,,,
HCM 2503,,John de Kinleye,d3bb9d49-b309-4b67-ae84-13a9c98ad9e1,"John de Kynley,",3636d55e-6c17-4d5c-89e1-bb6ef0c0ddcd,,,Adjudicator,Adjudicant,,,,,,,,M
HCM 648,,John de Kinleye,d3bb9d49-b309-4b67-ae84-13a9c98ad9e1,John de Kinleye,d3bb9d49-b309-4b67-ae84-13a9c98ad9e1,juror,,Adjudicator,Adjudicant,,,,,,,,M
HCM 649,,John de Kinleye,d3bb9d49-b309-4b67-ae84-13a9c98ad9e1,John  de Kinleye,2a09c362-1d36-41b4-8332-c446502bc20b,juror,,Principal|Adjudicator,Adjudicant,,,,,Principal,,,M
RBLR 4001,,John de Kinnersley,ae8f6a4b-82fb-40d8-bc34-0ab807590014,"John de Kinnersley, clerk",ae8f6a4b-82fb-40d8-bc34-0ab807590014,clerk,presented to Kinnersley,Principal|Clerical,,TRUE,,,,Principal,,,M
HCM 2624,,John de la [...],8fe0d485-1ffc-4793-a898-0d4c6205e667,John de la eeeses,8fe0d485-1ffc-4793-a898-0d4c6205e667,,"John de la ... [typescript has ellipsis]; era of William [de Feriby, 1361, or Wm Birmingham, 1363...",Principal,,,,,,Principal,,,M
HCM 275,,John de la Bache,056e341b-acba-41e6-a337-77337f63bb4c,John ap Rees,056e341b-acba-41e6-a337-77337f63bb4c,John ap Rees,links to Wm de la Bache docs = convincing,Witness,,,,,,,Witness,,M
HCM 1077,,John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,"John de la Barewe, clerk",9f198569-1a34-4d35-835d-0b7dea068a59,clerk,proctor of the chapter of Hereford,Principal|Clerical|Agent,Agent,TRUE,,,,Principal,,,M
HCM 1077-em,,John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,"John de la Barewe, clerk",5c94cb44-c354-43af-96c8-0ca274c3fb23,clerk,proctor for Chapter of Herford,Principal|Clerical|Agent,Agent,TRUE,,,,Principal,,,M
HCM 1264,,John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,John de la Barewe,7ad42a19-8d4e-4477-9748-86e9b1516a89,,,Witness,,,,,,,Witness,,M
HCM 1265,,John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,John de la Barewe then seneschal of the dean and chapter of Hereford,82bfbcb5-4edc-4ac1-919d-a7e034e25f7f,seneschal of the dean and chapter of Hereford,,Witness|Agent,Agent,,,,,,Witness,,M
HCM 1281,,John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,John de la Barewe,6c0f1e83-fd58-49a7-93d3-43dc292a6b7f,,,Witness,,,,,,,Witness,,M
HCM 1439,,John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,John de Barewe,0691a3cb-1af4-43f0-9179-073141c07fae,,agent of D&C of H,Agent,Agent,,,,,,,,M
HCM 151,,John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,"John de la Berewe, bailiff of the fee",e7d9e4d1-81f8-4fbe-9250-46c7a3934437,bailiff of the fee,,Witness|Agent,Agent,,,,,,Witness,,M
HCM 174,,John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,John de la Barwe,bad5fe33-931a-4cde-bb85-ec246d72e18b,,,Neighbor,Neighbor,,,,,,,,M
HCM 1851,,John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,John de Barewe,faca6db6-d3b5-4df6-8de6-670dbdfdd509,,proctor of D&C of H,Agent|Clerical,Agent,TRUE,,,,,,,M
HCM 19,,John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,"John de la Barewe, seneschal of the dean and chapter of Hereford",34395765-19d1-46b1-afae-3bdbed001d71,seneschal of the dean and chapter of Hereford,,Witness|Agent,Agent,,,,,,Witness,,M
HCM 2057,,John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,"John de la Barewe, bailiff of the chapter",88536fde-1cc4-44a5-8386-8c691a9619dd,bailiff of the chapter,,Witness|Agent,Agent,,,,,,Witness,,M
HCM 207,,John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,"John de la Barewe, tailor",edbab270-66aa-4b52-87e4-fc1aeef546b1,tailor,,Neighbor,Neighbor,,,,,,,,M
HCM 215,,John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,"John de la Barewe, bailiff of the chapter of Hereford",f332fcb4-b1ae-433a-82f3-ae0a934b49bd,bailiff of the chapter of Hereford,,Witness|Agent,Agent,,,,,,Witness,,M
HCM 22,,John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,John de la Barewe,e2006943-5a9b-4f68-be38-bae3467e766b,,,Neighbor,Neighbor,,,,,,,,M
HCM 2464,,John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,John de Barwe,b563ee30-3bd4-4a0c-9e1e-a494c2adecda,mainpernor,,Witness,,,,,,,Witness,,M
HCM 2565,,John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,John de la Berewe,b2086072-ed24-44c9-bebd-6e6ce0606e9d,,agent of D&C of Hereford,Agent,Agent,,,,,,,,M
HCM 2566,,John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,John de la Barewee,c01c1b61-dbcc-44d6-acca-95b7d45aa0bb,,agent for D&C of H,Agent,Agent,,,,,,,,M
HCM 2572,,John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,John de la Barewe,883f1cf7-b553-4344-b02c-6f4f399fb134,,agent for Hereford D&C,Agent,Agent,,,,,,,,M
HCM 2575,,John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,"John de la Barewe, clerk",c7603ad1-7790-424b-9cad-79c7752bf986,clerk,,Principal|Clerical,,TRUE,,,,Principal,,,M
HCM 2578,,John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,John de la Barewe,90c07e60-2b51-4ee0-9f52-27407fb61ff0,,agent for D&C of H,Agent,Agent,,,,,,,,M
HCM 2579,,John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,John de la Barewe,ce5f8aa1-df08-486f-b9a6-408df4c37b22,,agent of D&C of H,Agent,Agent,,,,,,,,M
HCM 2581,,John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,John de Barewe,20f8a0cf-be34-4f62-b184-54d6a43c4f75,,for D&C of H,Agent,Agent,,,,,,,,M
HCM 2585,,John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,"John de la Barewe, bailiff of the dean and chapter of the church of St. Ethelbert of Hereford",7e6e580f-f458-410e-9706-d993f5c51dce,bailiff of the dean and chapter of the church of St. Ethelbert of Hereford,,Principal|Agent,Agent,,,,,Principal,,,M
HCM 2598,,John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,"John Barwe, their proctor.",f127d755-ae3c-4551-b29f-815a59820c64,their proctor,proctor of D&C of H,Agent,Agent,,,,,,,,M
HCM 2599,,John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,John de Barwe,cce59e65-68cf-4ea5-a4c9-517740b196cd,,for D&C,Agent,Agent,,,,,,,,M
HCM 2667,,John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,John de Barwe,51a713e0-c5c6-4748-a4a3-08e608e3b483,,of D&C of H,Agent,Agent,,,,,,,,M
HCM 2669,,John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,"John de la Barewe, bailiff of the dean and chapter of Hereford",a7009096-7ce5-4c6e-81ea-a08b58080d35,bailiff of the dean and chapter of Hereford,,Principal|Agent,Agent,,,,,Principal,,,M
HCM 2673,,John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,John de Barwe,1e32ee12-4e70-4ed3-afd4-ff6986eaf0f2,,for D&C of H,Agent,Agent,,,,,,,,M
HCM 2676,,John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,"John de Barewe, seneschal of the said dean and chapter.",09e25d6b-0061-48df-935a-4e785ea22955,seneschal of the said dean and chapter.,,Agent,Agent,,,,,,,,M
HCM 2713,,John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,"John de la Barew', bailiff of the dean and chapter of Hereford",acb202b4-3789-4b03-bf56-17d55c71fcab,bailiff of the dean and chapter of Hereford,,Principal|Agent,Agent,,,,,Principal,,,M
HCM 2714,,John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,John de Barwe.,594dc6aa-809c-49a2-9ee5-dc3d1abffc02,,of D&C,Agent,Agent,,,,,,,,M
HCM 2874,,John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,John de Barwe,88d94049-7ed9-41e6-a716-a9ca67917355,citizen,,Witness,,,,,,,Witness,,M
HCM 2883,,John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,Johannem de Barewe,67939073-69bd-425b-90d8-b2e4f66d1030,,executor for John Aquablanca?,Principal|Clerical|Agent,Agent,TRUE,,,,Principal,,,M
HCM 3180,,John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,John de Barewe of Hereford,41ce5a99-7d47-4f0a-9f5d-8c18d2b55684,,,Principal,,,,,,Principal,,,M
HCM 469,,John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,John de la Barewe,cd6d77ac-2bdb-46f0-8bbb-37912e4bcd94,,,Witness,,,,,,,Witness,,M
HCM 497,,John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,John de la barue,abc4dd55-6d70-4c6d-a3c6-0ccd9a9fef48,,could well be Bromsberrow?,Witness,,,,,,,Witness,,M
HCM 516,,John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,"John de la Barewe, bailiff of the fee",9af06270-51d1-479b-873d-0145eddef39e,bailiff of the fee,,Witness|Agent,Agent,,,,,,Witness,,M
HCM 608,,John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,"John de la Barewe,",76f78b28-888d-4211-8aba-fe5df0182d80,,,Witness,,,,,,,Witness,,M
HCM 703,,John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,"John de l a Barewe,",a652f264-20d8-486c-b5af-2ea34522c2d6,,,Witness,,,,,,,Witness,,M
HCM 77,,John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,John de la Barewe,1a0ae4b9-c4ab-4683-9a78-8cc0cfc4c6c7,,,Witness,,,,,,,Witness,,M
HCM 93,,John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,John de la Barewe,61d73fa4-0cf3-4629-8124-82d207c15d69,,,Witness,,,,,,,Witness,,M
HCM 94,,John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,John de la Barewe,984800d8-242f-4568-ac35-927b86d05575,,,Witness,,,,,,,Witness,,M
RBLR 0501,"RBLR 0501, HCM 23",John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,"John de Barewe, then seneschal of the said desn and chepter",07bc1da1-774a-488c-905b-7de70b8f3ed7,then seneschal of the said desn and chepter,,Witness|Agent,Agent,,,,,,Witness,,M
RBLR 0801,"RBLR 0801, HCM 1732",John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,John de la Barewe,cbc22142-999b-446e-aeaf-5de25ee26f64,,,Witness,,,,,,,Witness,,M
RBLR 0802,"RBLR 0802, HCM 28",John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,"John de la Barewe,",53f36ea0-f573-4793-939f-cd8d5a14bdf2,,,Witness,,,,,,,Witness,,M
RBLR 1107,"RBLR 1107, HCM 218",John de la Barewe,9f198569-1a34-4d35-835d-0b7dea068a59,John de La Barewe,1811d8af-68a9-4e00-a871-f63323cbca39,,,Witness,,,,,,,Witness,,M
