source,target,person_id,dead,person_name_transcription,named_by,roles,certainty,weight
7044,2518,39aa7c46-a935-4965-8dd6-28b4bf48dcc2,0,"foger de Chaundos, knight",,Witness,,1
7045,3476,39aa7c46-a935-4965-8dd6-28b4bf48dcc2,0,sheriff of Herefordshire,Office,,,1
7046,2367,39aa7c46-a935-4965-8dd6-28b4bf48dcc2,0,sheriff of the county of Hereford,Office,Principal,,1
7047,3468,39aa7c46-a935-4965-8dd6-28b4bf48dcc2,0,sheriff,Office,Principal,,1
7048,3006,39aa7c46-a935-4965-8dd6-28b4bf48dcc2,0,"escheator (in the counties of Gloucester, worcester, Hereford, Salop,  S&L tjafflord] (7), and the Marehes of Walesi",Office,Principal,,1
7049,2343,39aa7c46-a935-4965-8dd6-28b4bf48dcc2,0,"Roger de Ohandos, escheator of King Sdward III",,,,1
7050,2586,39aa7c46-a935-4965-8dd6-28b4bf48dcc2,0,socknd —— de Chaundos,,Witness,,1
7051,2550,39aa7c46-a935-4965-8dd6-28b4bf48dcc2,0,"Roger Chaundos,",,Witness,,1
7052,2925,39aa7c46-a935-4965-8dd6-28b4bf48dcc2,0,"Roger de Chaundos,",,Principal,,1
7053,3249,39aa7c46-a935-4965-8dd6-28b4bf48dcc2,0,"Roger de Chaundos, sheriff of Hereford;",,Principal,,1
7054,2659,39aa7c46-a935-4965-8dd6-28b4bf48dcc2,0,Roger de Chaundos,,Witness,,1
7056,2857,81e9748d-1924-4221-86e5-914c0e9b4c72,0,Roger de Chene,,Witness,,1
7057,2894,6a113ffe-571d-4e93-bad3-b53797c0ad3f,1,"Roger de Cestr', now deceased,",,,,1
7058,2439,e7127fad-a995-48f1-b020-fab34a66c8f6,0,Roger of Clehungre,,,,1
7059,2389,e7127fad-a995-48f1-b020-fab34a66c8f6,0,Roger of Clehungre,,,,1
7060,2563,8eed191f-4ac0-4ef2-8579-4a72945c84b4,0,"Roger  de Clehangro, chepla ins and vicars in the cathedr  church of Hereford",,Principal,,1
7062,2874,e56990dd-56e1-49a6-8272-1276f71e4448,0,Roger de Dilewe,,Scribe|Witness,,2
7063,2571,cdee2b11-12ef-45bf-9709-c30fdbac0501,0,Roger de Dornedal' a,,,,1
7064,2625,e76ff3d8-652a-477d-839d-6e473e23408e,0,Roger de Doublesiche,,Principal,,1
7065,2375,3bc78e9e-0c85-4f19-8c42-928c04225eab,0,Roger de Duntesburne.,,Scribe|Witness,,2
7066,2842,74f92f55-35f5-4a3d-825f-e6467ba4633c,1,"Roger de Dyk’, grantor's grandfather",,,,1
7067,2751,74f92f55-35f5-4a3d-825f-e6467ba4633c,0,Roger de Dik’,,Principal,,1
7068,3243,529ea70c-9224-4d3e-b16f-66019293f08b,0,"Roger de Elmerigg', sheriff of Hereford",,Principal,,1
7069,3242,529ea70c-9224-4d3e-b16f-66019293f08b,0,"Roger de Elmerigg', sheriff of Hereford;",,Principal,,1
7070,3244,529ea70c-9224-4d3e-b16f-66019293f08b,0,"Roger de Elmerigg', sheriff of Hereford",,Principal,,1
7071,3094,8ec787d4-0879-4276-9268-250064f24d3e,0,Roger de,,,,1
7072,2586,8ec787d4-0879-4276-9268-250064f24d3e,0,Roger de,,,,1
7073,2598,20eb602b-4e01-47dc-8c53-7f6950c96379,0,Roger son of Maurice de Forda,Parent,Witness,,1
7074,3081,b85d74fc-5755-4243-b89b-f2feb95e3410,0,"Roger de Foresta, monks of t  lace,",,Witness,,1
7075,2807,be2be271-0e9b-41d9-afd1-791c2f61db11,0,Roger de Gardino,,Witness,,1
7076,3322,97b2ab1f-2ac8-456c-8733-419836fa942a,0,Roger de Gattesden',,Principal,,1
7077,2809,7da7397e-362d-450e-b934-c830daa03b52,0,Roger son of Gold,Parent,Scribe|Witness,,2
7078,2588,7da7397e-362d-450e-b934-c830daa03b52,0,"hoger de Goldesone,",,Witness,,1
7079,2342,df3e7188-f7be-4a8b-8672-1e7415a8fb82,0,"Roger de Guldesbury, escheator of the king",,,,1
7080,3014,17321460-edde-4eab-84c5-3630e3079276,0,Rocger de Herlaston',,Principal,,1
7081,2698,de896509-aa60-4cda-8633-9262db22f81a,0,"Roger de Hompton',",,,,1
7082,2364,de896509-aa60-4cda-8633-9262db22f81a,0,"Roger de Hompton',",,,,1
7083,2536,de896509-aa60-4cda-8633-9262db22f81a,0,Roger de Homptone;,,,,1
7084,3156,47288006-7ee0-4293-bddb-55a641fdb40c,0,Roger de Hompton’,,Witness,,1
7085,3071,47288006-7ee0-4293-bddb-55a641fdb40c,0,"Roger de m""""> rector of St, Owens",,Witness,,1
7086,3092,47288006-7ee0-4293-bddb-55a641fdb40c,0,Roger de Hompton',,Witness,,1
7087,2553,99060804-852a-4ffc-a2de-ab11aa7ded73,0,Roger de Hulle,,Witness,,1
7088,2517,7d8f0503-fa77-48ee-af7d-1045c4f48d30,0,"Roger de Hunderton',",,Witness,,1
7089,3477,c9806f43-2cbf-4b3d-9b42-dae7a20afd25,0,Roger de Aynleye,,,,1
7090,2470,ad832e47-de4d-42e4-b5e9-a400135d2277,0,Roger his son,,Scribe|Witness,,2
7091,2638,0a38a4ac-a52b-46ea-a05c-c88f68abf77c,0,Roger de la Ghildhselle,,Witness,,1
7092,2637,0a38a4ac-a52b-46ea-a05c-c88f68abf77c,0,Roger de la Ghildhalle,,Witness,,1
7093,2848,0a38a4ac-a52b-46ea-a05c-c88f68abf77c,0,"Roger de la Ghildhalle,",,Witness,,1
7094,2755,7896ee44-ba03-4804-9fba-b253fa15319e,0,"Roger atte Grene,",,Witness,,1
7095,2268,7896ee44-ba03-4804-9fba-b253fa15319e,0,Roger de la Grene de Bulleye,,Principal,,1
7097,2847,03dfcd22-8c9e-4dc6-b905-525315951eb5,0,Roger de la Hulle de Hereford',,Principal,,1
7101,2291,c03f6d89-9b7d-429e-955a-498df9f6ea2b,1,Koger de la Hyde,,,,1
7102,2745,c03f6d89-9b7d-429e-955a-498df9f6ea2b,0,"Roger de la hide,",,,,1
7103,2429,c03f6d89-9b7d-429e-955a-498df9f6ea2b,0,Roger de Hyd',,Witness,,1
7104,3464,c03f6d89-9b7d-429e-955a-498df9f6ea2b,0,"Roger dela iyde,",,,,1
7105,3465,c03f6d89-9b7d-429e-955a-498df9f6ea2b,0,Roger de la Hide,,,,1
7106,2565,7ae1bfdc-4e94-4d95-9c6c-b940c11c4e76,0,Roger de la Mersch,,Principal,,1
7107,2470,00537400-ca21-4aca-a5cb-a46f7e14467b,0,Roger de le Halle of the same,,Principal,,1
7108,2818,3b5dbb12-85de-408f-927f-f8c93ac78953,0,"Roger de ie Pipe, clerk",,Witness,,1
7109,2478,a6a8faea-5d4c-4156-8f7c-6eaa5037471c,0,"Roger de Ledebur', citizens of Hereford",,,,1
7110,2532,a6a8faea-5d4c-4156-8f7c-6eaa5037471c,0,Roger de Ledebury,,Witness,,1
7111,2843,a6a8faea-5d4c-4156-8f7c-6eaa5037471c,0,Roger de Ledebury,,Witness,,1
7112,2853,a6a8faea-5d4c-4156-8f7c-6eaa5037471c,0,Roger de Ledebury,,Witness,,1
7113,2255,a6a8faea-5d4c-4156-8f7c-6eaa5037471c,0,Roger de Ledebury,,Witness,,1
7114,2471,a6a8faea-5d4c-4156-8f7c-6eaa5037471c,0,Roger de Ledebury,,Witness,,1
7115,3118,a6a8faea-5d4c-4156-8f7c-6eaa5037471c,0,Rogero de Ledebury,,Principal,,1
7116,2847,a6a8faea-5d4c-4156-8f7c-6eaa5037471c,0,Roger de Ledebury.,,Scribe|Witness,,2
7117,2465,a6a8faea-5d4c-4156-8f7c-6eaa5037471c,0,"Roger son of Richard Ledeburi, citizen of Hereford",Parent,Principal,,1
7118,2859,a6a8faea-5d4c-4156-8f7c-6eaa5037471c,0,Roger de Ledebury,,Witness,,1
7119,2480,a6a8faea-5d4c-4156-8f7c-6eaa5037471c,0,Roger de Ledebury,,Witness,,1
7120,2454,a6a8faea-5d4c-4156-8f7c-6eaa5037471c,0,Roger de Ledebury,,Witness,,1
7121,2839,a6a8faea-5d4c-4156-8f7c-6eaa5037471c,0,Roger called de Ledebury,,Scribe|Witness,,2
7122,2483,a6a8faea-5d4c-4156-8f7c-6eaa5037471c,0,Roger de Ledebury,,Witness,,1
7123,2487,a6a8faea-5d4c-4156-8f7c-6eaa5037471c,0,Roger de Ledebury,,Witness,,1
7124,2481,a6a8faea-5d4c-4156-8f7c-6eaa5037471c,0,Roger de Ledeburi,,Witness,,1
7125,2865,a6a8faea-5d4c-4156-8f7c-6eaa5037471c,0,"Roger de Ledebur',",,Witness,,1
7126,2553,63713525-535e-4034-9ae8-db4faf2ca770,0,Roger de Lugwardyn,,,,1
7127,2626,79ddb780-9271-44c0-9dca-eefbaf0a884c,0,Roger de Imlham,,Principal,,1
7128,3464,79ddb780-9271-44c0-9dca-eefbaf0a884c,0,Roger de rattan,,,,1
7129,2698,cc88a525-94a7-4098-aa5b-88377cc1feb7,0,"Roger de Lutley,",,,,1
7130,2364,cc88a525-94a7-4098-aa5b-88377cc1feb7,0,"Roger de Lutley,",,,,1
7131,2476,4c6bf144-1ac4-44b7-9989-2284121bc594,0,Roger de Luyde,,Principal,,1
7132,2498,4c6bf144-1ac4-44b7-9989-2284121bc594,0,Roger de iuyde son of Nicholas Muchegros,Parent,Principal,,1
7133,2589,5bf8203a-7214-421a-87e9-5656f11719ba,0,"Roger de Maddeleg', mercer of Hereford",,Principal,,1
7134,2546,8ee4e8ed-aa7b-4f60-ae1a-c6f40d00ea45,0,"Roger de Malmeshull', vicar of the church of Preston’",,Principal,,1
7135,3272,04e2a225-549b-40b6-a3b3-074da695d9e8,0,Roger de Melton’;,,Principal,,1
7136,3177,04e2a225-549b-40b6-a3b3-074da695d9e8,0,Roger de Meltone,,Principal,,1
7137,3197,04e2a225-549b-40b6-a3b3-074da695d9e8,0,“ee de Melton’,,Principal,,1
7138,3209,04e2a225-549b-40b6-a3b3-074da695d9e8,0,Roger de Melton’,,Principal,,1
7139,3420,04e2a225-549b-40b6-a3b3-074da695d9e8,0,"Roger de Meltone Mounbray, champion",,Principal,,1
7140,2641,dc1d1824-248f-4ad7-b447-eb24df08d885,0,Roger de Ministrewurth',,Witness,,1
7141,2490,dc1d1824-248f-4ad7-b447-eb24df08d885,0,"et de Munstr*,",,Witness,,1
7142,2763,dc1d1824-248f-4ad7-b447-eb24df08d885,0,Roger de Munstreworthe,,Witness,,1
7143,2886,a541fae7-496d-4ed9-9a24-e9cd1931a2dc,1,"Roger, formerly earl of Salop',",,,,1
7144,2372,31e8338d-7d04-4405-8c6b-e0529f0fb30a,0,Roger,,,,1
7145,2409,31e8338d-7d04-4405-8c6b-e0529f0fb30a,0,"Roger,",,,,1
7146,2811,31e8338d-7d04-4405-8c6b-e0529f0fb30a,0,"Roger,",,,,1
7147,2454,31e8338d-7d04-4405-8c6b-e0529f0fb30a,0,Roger de Mora,,,,1
7148,3425,679bdbb5-e501-4456-8e34-4c5c1feebc5c,0,"Roger de Mortimer,  of rece and frime",,Principal,,1
7149,2214,679bdbb5-e501-4456-8e34-4c5c1feebc5c,0,Roger de Mortuomar',,Principal,,1
7150,2893,679bdbb5-e501-4456-8e34-4c5c1feebc5c,0,Roger de Mortemer,,Principal,,1
7151,3451,679bdbb5-e501-4456-8e34-4c5c1feebc5c,0,Roger de Mortuomar’,,Principal,,1
7152,2925,679bdbb5-e501-4456-8e34-4c5c1feebc5c,0,Roger de Mortuo Mari de ene,,,,1
7153,2565,fe291dfe-886d-4ed2-b603-45282b67fbe7,0,Roger de myners,,Scribe|Witness,,2
7154,3132,74d1969b-cdfb-4283-80cc-0148d7b9cb38,0,"Roger de Olreton',",,Witness,,1
7157,2456,d4beadd0-208c-4e19-833a-c011b7a4b201,0,Roger de Poteston',,Witness,,1
7158,2587,fd874f5c-cb0f-4b58-9762-965dd2a3129a,0,Roger de Power,,Witness,,1
7159,3099,cfc16052-64a1-4f52-89a5-f8e55ec33f9b,0,"Roger de Preston’, priest",,Witness,,1
7160,2556,30360da7-99a2-4d92-a268-931f0de04f9b,0,"“oger de iiadenor', clerk",,Scribe|Witness,,2
7161,2281,28bf2963-d810-4325-94ee-d8d7181f55fa,0,eer de Rauenhulle,,Witness,,1
7162,2829,28bf2963-d810-4325-94ee-d8d7181f55fa,0,Roger de Rauenhulle,,Witness,,1
7163,2406,28bf2963-d810-4325-94ee-d8d7181f55fa,0,"Roger de Ravenhulle,",,Witness,,1
7164,2407,28bf2963-d810-4325-94ee-d8d7181f55fa,0,Roger de Ravenhulle,,Witness,,1
7165,2850,66b3af47-70bf-48c6-aa82-4e2cd131ba92,0,"Roger de Sevenak', the grantor's brother.",,,,1
7166,2622,66b3af47-70bf-48c6-aa82-4e2cd131ba92,0,brother of the same John,,Principal,,1
7167,2623,66b3af47-70bf-48c6-aa82-4e2cd131ba92,0,OGOTs ther of the said John,,Principal,,1
7168,3257,3019bd14-950a-42e8-acd4-f77153a37e57,0,"— de Sevenak',",,,,1
7169,2914,3019bd14-950a-42e8-acd4-f77153a37e57,0,"a de Sevenak', official of the said Ric! Op of Hereford",,Witness,,1
7170,3462,3019bd14-950a-42e8-acd4-f77153a37e57,0,"Roger de Sevenak', treasurer of the same Church",,Principal,,1
7171,2815,3019bd14-950a-42e8-acd4-f77153a37e57,0,"ger de Sevensk',",,Witness,,1
7172,2592,3019bd14-950a-42e8-acd4-f77153a37e57,0,Roger de Seuenck'.,,,,1
7173,2216,3019bd14-950a-42e8-acd4-f77153a37e57,0,Rogero Sevenak,,,,1
7174,3287,3019bd14-950a-42e8-acd4-f77153a37e57,0,the treasurer,Office,Principal,,1
7175,3266,3019bd14-950a-42e8-acd4-f77153a37e57,0,"Roger de Sevensk', canon of Hereford;",,Principal,,1
7176,2850,3019bd14-950a-42e8-acd4-f77153a37e57,0,"Roger de Sevenak', formerly canon of Hereford",,,,1
7177,2622,3019bd14-950a-42e8-acd4-f77153a37e57,0,"SS, ee de Seuenak',",,Principal,,1
7178,2623,3019bd14-950a-42e8-acd4-f77153a37e57,0,Roger de Seuenek',,Principal,,1
7179,2588,3019bd14-950a-42e8-acd4-f77153a37e57,0,Roger de Seuenak’',,,,1
7180,2565,7613997f-0840-48d6-bd9f-055bc55563be,0,Roger de Shelwikt,,Witness,,1
7181,2579,bdc02342-44c1-4dfc-ae62-7808c34a0b46,0,Roger de Snodhull',,Principal,,1
7182,2254,09715c47-dd6a-4054-ba34-415f93ff6393,0,"Roger . de Solers,",,Witness,,1
7183,2347,f03539df-8303-4a7f-b3c3-6af61f6c0161,0,Roger de Swenomore,,Witness,,1
7184,2468,a9ec583d-6310-47f9-a82f-fdb960791119,0,Roger de Topesleye,,,,1
7185,2277,8a30cef1-5d91-4a97-990b-af2078c0fbaf,0,Roger de Tudenore,,,,1
7186,2659,8a30cef1-5d91-4a97-990b-af2078c0fbaf,0,Roger de Tudenore,,,,1
7187,2416,b1831dd0-0f63-44d0-a772-b00f104f2c10,0,Roger de Tyberton',,Witness,,1
7188,2417,b1831dd0-0f63-44d0-a772-b00f104f2c10,0,Roger de tyberton,,Witness,,1
7189,2653,b1831dd0-0f63-44d0-a772-b00f104f2c10,0,Koger,,Witness,,1
7190,2515,b1831dd0-0f63-44d0-a772-b00f104f2c10,0,Roger de Tybriton,,Witness,,1
7191,2516,b1831dd0-0f63-44d0-a772-b00f104f2c10,0,"Roger de Tybriton',",,Witness,,1
7193,2874,7a8a41b7-4964-4c20-98c0-78cffb996f72,0,Roger de Wwynchestr’,,Witness,,1
7194,2571,7a8a41b7-4964-4c20-98c0-78cffb996f72,0,"Roger de  Wynchestr',",,Witness,,1
7195,3062,7a8a41b7-4964-4c20-98c0-78cffb996f72,0,Roger de Wynton’,,Witness,,1
7196,2896,804ad3a2-ec24-4faf-b400-55e4373b25f5,0,"Roger Digge, his servant",,,,1
7197,2641,223dae8b-28d5-480e-a42e-c339f2ce4aa8,0,Roger Edryt',,Scribe|Witness,,2
7198,2373,dfeada4c-7d4a-47c0-8797-220cc258b0bb,0,Roger mee de Lutelhope,,Principal,,1
7199,2504,cbb622a5-0293-452e-a5ab-c32843cbd931,0,"Roger Estker,",,Witness,,1
7200,2505,cbb622a5-0293-452e-a5ab-c32843cbd931,0,Roger Esiger,,Witness,,1
7201,3144,cbb622a5-0293-452e-a5ab-c32843cbd931,0,lands listed in HCM 1798,Collective,Witness,,1
7202,2497,68e3e776-0877-4ddc-8d51-5cad3acb792a,0,"Roger,",,,,1
7203,2430,9c5df316-373f-4732-af2e-f6bea542b68c,0,"Roger,",,,,1
7204,2214,9ec51770-233e-4c7d-8599-686cf161123f,0,Roger Forthrith,,,,1
7205,2377,8cf897e3-3fc2-43c0-944a-b6c701e8c210,0,"Roger Pranc',",,Witness,,1
7206,2594,8cf897e3-3fc2-43c0-944a-b6c701e8c210,0,"Roger franc’,",,Scribe|Witness,,2
7207,2580,8cf897e3-3fc2-43c0-944a-b6c701e8c210,0,ecco Praunc es,,Witness,,1
7208,2380,8cf897e3-3fc2-43c0-944a-b6c701e8c210,0,Roger franceys,,Witness,,1
7209,2840,8cf897e3-3fc2-43c0-944a-b6c701e8c210,0,"Roger Fraunceys,",,Witness,,1
7210,2463,8cf897e3-3fc2-43c0-944a-b6c701e8c210,0,Roger Fraunceis,,Witness,,1
7211,2402,c39dca55-3163-48b2-80a8-6aa1da59b157,0,Roger Fremon,,Witness,,1
7212,2602,c39dca55-3163-48b2-80a8-6aa1da59b157,0,Koger Fremon.,,Scribe|Witness,,2
7213,3460,c0524956-7a8e-456a-aa07-4e50f6fe135b,0,Roger Gernon,,Witness,,1
7214,2267,5808320d-ba18-423e-9f3e-d8ddc6c3ffc2,0,"Roger Goumond the elder,",,Principal,,1
7215,2267,bfe23606-cd52-4c7b-9c1f-85572fc9f44f,0,Roger oumond the younger,,Principal,,1
7216,2925,b8fdceec-52b5-44d6-adc8-b9ad7bb808ce,0,Roger ? ary,,,,1
7218,2785,77eb216f-b82c-4aae-b00d-30dcba13049d,0,their Asidbe,Collective,,,1
7219,2785,9228ea54-930f-4583-940c-aa99dc7d9de1,0,Roger calied Horn de Standissh',,Principal,,1
7220,3136,03946a84-a9ea-49f8-9b86-0d19d4240ea5,0,Roger Yues de Seopenerrs,,Principal,,1
7221,2589,471bfb7e-eee6-4320-99f9-da32133ac2f2,0,"Roger Iwayn,",,Witness,,1
7222,2753,471bfb7e-eee6-4320-99f9-da32133ac2f2,0,Roger Huaym,,Witness,,1
7223,2410,471bfb7e-eee6-4320-99f9-da32133ac2f2,0,Roger Iwein,,Witness,,1
7224,2431,471bfb7e-eee6-4320-99f9-da32133ac2f2,0,Roger Iveyny,,,,1
7225,2432,471bfb7e-eee6-4320-99f9-da32133ac2f2,0,Roger Iweyn,,,,1
7226,2849,471bfb7e-eee6-4320-99f9-da32133ac2f2,0,Roger Iwayn,,Scribe|Witness,,2
7227,2434,471bfb7e-eee6-4320-99f9-da32133ac2f2,0,Roger Iweyn,,,,1
7228,2813,471bfb7e-eee6-4320-99f9-da32133ac2f2,0,Roger Iwayn,,Witness,,1
7229,2414,471bfb7e-eee6-4320-99f9-da32133ac2f2,0,Roger Iwayn,,Witness,,1
7230,3312,471bfb7e-eee6-4320-99f9-da32133ac2f2,0,"Roger Ywayn,",,,,1
7231,2530,e62f7541-ff2b-4965-8dfc-b2dc4a376d91,0,Roger Jones,Parent,Witness,,1
7232,2394,8a44c5a8-d2f2-41b5-a81c-c9ddcc148a54,0,Roger Kont.,,Scribe|Witness,,2
7233,2396,8a44c5a8-d2f2-41b5-a81c-c9ddcc148a54,0,Roger Kante,,Scribe|Witness,,2
7234,2745,8a44c5a8-d2f2-41b5-a81c-c9ddcc148a54,0,"Roger kant,",,,,1
7235,2347,44f86989-7f1d-4679-ad7e-468a982cb8a0,0,"Koger Keb,",,Witness,,1
7236,2395,29099120-b850-48b8-a3b0-666036780461,0,Roger Konth of the some.,,Scribe|Witness,,2
7237,2405,5ea3571b-85bf-4fd8-a702-1c2e4139c273,0,"Roger Laurence,",,Witness,,1
7238,2484,5ea3571b-85bf-4fd8-a702-1c2e4139c273,0,"Roger Laurenc' de Eton',",,Witness,,1
7239,3086,aa084c9b-b0b2-491d-aed3-b0fd96d5a17e,0,"Le ’ t,",,,,1
7240,2385,ea69457f-6f5d-4b0d-98af-2989b447843a,0,"Roger le feuere,",,,,1
7241,2277,df80dc35-1104-4835-8e79-8d8d69785708,0,"Roger le Frenshe,",,,,1
7242,2659,df80dc35-1104-4835-8e79-8d8d69785708,0,Roger le Freynseh'.,,,,1
7243,2464,3f08ab03-bc62-46da-a82d-1d69f9fe7ced,0,Roger son of Henry le mason,Parent,,,1
7244,2234,61372dd3-93be-40a0-b889-4fe77369acb5,0,Roger le Muleward',,Principal,,1
7245,2410,58868a4c-64bd-4ed9-907c-46ea5f282423,0,a le Ridar',,,,1
7246,2609,a06cb166-46d7-4b63-95ab-9f9d0b45ef9f,0,ae le Rus knight,,Witness,,1
7247,2420,fd59531b-c50b-43cc-94ac-49761bd4ec1d,0,Roger le 3k :,,Witness,,1
7248,2445,fd59531b-c50b-43cc-94ac-49761bd4ec1d,0,Roger le Skynnar',,Scribe|Witness,,2
7249,2501,fd59531b-c50b-43cc-94ac-49761bd4ec1d,0,the pelt,,Witness,,1
7250,2390,1416de7f-21c4-40f0-9044-f3290ead123a,0,"Roger son of Walter, medicus de Hereford’",Parent,Principal,,1
7251,2391,1416de7f-21c4-40f0-9044-f3290ead123a,0,"Roger son of Walter, medians of Hereford",Parent,Principal,,1
7252,2392,1416de7f-21c4-40f0-9044-f3290ead123a,0,"Roger lespicer, medicus of Hereford’",,Principal,,1
7253,2393,1416de7f-21c4-40f0-9044-f3290ead123a,0,"Roger Lespicer, citizen of Hereford",,Principal,,1
7254,2398,1416de7f-21c4-40f0-9044-f3290ead123a,0,"Roger, medicus, of Hereford",,Principal,,1
7255,2403,1416de7f-21c4-40f0-9044-f3290ead123a,0,"Roger son of Walter le Espicer, medicus",Parent,Principal,,1
7256,2460,1416de7f-21c4-40f0-9044-f3290ead123a,0,Roger le Leche de Hereford',,Principal,,1
7257,3333,1416de7f-21c4-40f0-9044-f3290ead123a,0,Roger le Barbour,,Principal,,1
7258,2491,1416de7f-21c4-40f0-9044-f3290ead123a,0,Roger le Leche of Hereford,,Principal,,1
7259,2834,72974823-0224-40a8-a916-864dcad75ee7,0,Roger le Taylour,,Witness,,1
7260,2853,72974823-0224-40a8-a916-864dcad75ee7,0,"Roger le Taillur,",,Witness,,1
7261,2809,72974823-0224-40a8-a916-864dcad75ee7,0,"Roger le Tayllor,",,Witness,,1
7262,2587,72974823-0224-40a8-a916-864dcad75ee7,0,Roger called le Taylor,,Scribe|Witness,,2
7263,2824,72974823-0224-40a8-a916-864dcad75ee7,0,"Roger Le Teillur, bailiff of the dean and chapter of Hereford",,Witness,,1
7264,2424,72974823-0224-40a8-a916-864dcad75ee7,0,"Roger le Taillur, then bailiff of the fee",,Witness,,1
7265,2452,72974823-0224-40a8-a916-864dcad75ee7,0,"Roger le Tailour, then bailiff of the fee,",,Witness,,1
7266,2835,72974823-0224-40a8-a916-864dcad75ee7,0,"Roger le Tailour, then baliff of the fee",,Witness,,1
7267,2847,72974823-0224-40a8-a916-864dcad75ee7,0,Roger le Tayllour,,Witness,,1
7268,2480,72974823-0224-40a8-a916-864dcad75ee7,0,Roger le Tayllur,,Witness,,1
7269,2822,72974823-0224-40a8-a916-864dcad75ee7,0,"Roger le T a i l o r , b a i l i f f o f the dean and chapter",,Witness,,1
7270,2836,72974823-0224-40a8-a916-864dcad75ee7,0,"Roger Le Taillur, then bailiff of the dean and chapter of Hereford,",,Witness,,1
7271,2837,72974823-0224-40a8-a916-864dcad75ee7,0,"Roger le Taillur, bailiff of the dean and chapter of Hereford",,Witness,,1
7272,2839,72974823-0224-40a8-a916-864dcad75ee7,0,"Roger le Tayllor, bailiff of the liberty of the dean and chapter of the cathedral church of St. Ethelbert of Hereford",,Witness,,1
7273,2405,2e887557-38d2-49ec-ab89-e95e45ab551d,0,Roger le Waleys,,,,1
7274,2412,2e887557-38d2-49ec-ab89-e95e45ab551d,0,Roger Walensis.,,Scribe|Witness,,2
7275,2637,6bbe1001-e249-4b29-ae5e-939874e37b46,0,Roger le Webbe of Newent,,,,1
7276,2631,5fefd3ad-beda-46fd-bdd5-dc50b91c57fd,0,Roger le Werrur,,,,1
7277,2414,5fefd3ad-beda-46fd-bdd5-dc50b91c57fd,0,Roger le Werrour;,,Principal,,1
7278,2432,ce2fe185-4212-40dd-9d87-78b1a90f1128,0,Roger le ms,,Principal,,1
7279,2245,9ced2040-ab66-4923-ad30-bc8dad06979d,0,Roger le Yongehosebonde,,Witness,,1
7280,2825,9ced2040-ab66-4923-ad30-bc8dad06979d,0,Roger le ee,,Witness,,1
7281,2426,9ced2040-ab66-4923-ad30-bc8dad06979d,0,Roger le aa,,Witness,,1
7282,2860,47bb0b57-94ae-45ce-804e-e77d37a6214c,0,Roger Lemmon,,Witness,,1
7283,3272,f98bd049-3d38-4824-bdc7-2288aec3e269,0,"Roger Loggor,",,Witness,,1
7284,2299,de52bf67-4951-4801-b459-bf3a42c5e934,0,meet Loue,,Principal,,1
7285,2590,384534a9-5ec3-400e-9af4-031b67080bd3,0,Roger Lucas,,Witness,,1
7286,2594,384534a9-5ec3-400e-9af4-031b67080bd3,0,Roger Lucas,,,,1
7287,3139,384534a9-5ec3-400e-9af4-031b67080bd3,0,"Roger Lucas,",,Witness,,1
7288,2263,a94f6eea-78e2-416b-82da-6ed69d4ce27a,0,"Roger, bishop of Salisbury",,Principal,,1
7289,2673,a94f6eea-78e2-416b-82da-6ed69d4ce27a,0,"Roger, — of Salisbury",,Principal,,1
7290,2538,debd4fb1-1f49-4150-af65-ae24ef8f80e9,0,"Roger, son ond heir of Richard Monyword de la Hay, formerly citizen of Hereford",,Principal,,1
7291,3009,321b4eb3-c7ca-44c7-9531-3746f618e283,0,bishop of Coventry and Lichfi a,,,,1
7294,2488,ca3c2b3c-a85a-4498-8b07-683412f32993,0,Roger Ohwelmen,,Witness,,1
7295,2245,ca3c2b3c-a85a-4498-8b07-683412f32993,0,"Roger Ochelmon, bailiffs of the king at Hereford",,Witness,,1
7296,2418,ca3c2b3c-a85a-4498-8b07-683412f32993,0,Roger Ochelmon,,Witness,,1
7297,2753,ca3c2b3c-a85a-4498-8b07-683412f32993,0,Roger H[...]mon,,Witness,,1
7298,2825,ca3c2b3c-a85a-4498-8b07-683412f32993,0,"neget Ochelmon, bailiffs of Hereford",,Witness,,1
7299,2426,ca3c2b3c-a85a-4498-8b07-683412f32993,0,"ee Ochelmon, bailiffs of the king in Hereford",,Witness,,1
7300,2443,ca3c2b3c-a85a-4498-8b07-683412f32993,0,Roger Ocwelmen,,Witness,,1
7301,2818,ca3c2b3c-a85a-4498-8b07-683412f32993,0,"Roger Ochelmon, bailiffs of the king in Hereford",,Witness,,1
7302,2562,3edba4e8-d0dc-4730-844c-2a40abd01899,0,Roger Oene(7).,,Scribe|Witness,,2
7303,2529,f81264aa-7d4d-486d-a61c-36b0007459ea,0,Roger Payn,,,,1
7304,2639,f0ab0d90-9d6a-4078-93dd-0fedb2d327ae,0,Roger Pelliparie,,Scribe|Witness,,2
7305,2245,620d776e-ee05-4e28-a0f2-5c3be5ccb9a7,0,"Roger Penk’,",,Witness,,1
7306,2455,620d776e-ee05-4e28-a0f2-5c3be5ccb9a7,0,"Roger Penk, then king's bailiffs at Hereford",,Witness,,1
7307,2457,620d776e-ee05-4e28-a0f2-5c3be5ccb9a7,0,Roger Penek',,Witness,,1
7308,2825,620d776e-ee05-4e28-a0f2-5c3be5ccb9a7,0,"over Penk’,",,Witness,,1
