source,target,relationship_id,dead,person_name_transcription,named_by,roles,certainty,weight
3553edbf-a81a-4e28-89c9-ff367cb43781,3063,,0,bishops of Winchester,Office,,,1
357040ac-c7db-48ca-a13e-a755e49d4f3c,3343,3507,0,John de Scheluing',,Principal,,1
357450e4-7f2f-43d3-a11c-a2b71038e91d,2614,1706,0,Fulk de Lucy knigh,,Witness,,1
3581edf1-15c5-4a80-a820-0636e2961df0,2440,8709,0,"Walter Trus,",,Witness,,1
359c1db0-029f-46ac-9f51-bb632b3f0a11,3077,,0,proctors to take corporal possession of the prebend,Office,,,1
35a8a8d5-43bd-4ec7-9bb3-0c1fea02897e,2742,,0,Deacons of Worcester Diocese,,,,1
35ba0d68-80ac-4e10-bf7f-7b9f79a80465,3465,,0,Richara de Hemfreston'(?),,,,1
35cc7267-6114-4e33-a99e-476a830832ae,3429,,1,Gerard de Tilheto,,,,1
35dd1fc7-bfd1-4f85-ba99-95ebc1270b8a,2515,,0,Rees,,,,1
35dd1fc7-bfd1-4f85-ba99-95ebc1270b8a,2653,,0,Rees,,,,1
35efab93-c23f-451f-995d-542102524e2f,2412,5669,0,Reginald de la ae,,Witness,,1
35efab93-c23f-451f-995d-542102524e2f,2604,,0,Keginald Calunus [? le Calewe!,,,,1
35f8f292-ecd0-435a-a17e-8e6288372ee7,2838,347,0,Adam de Sned,,Witness,,1
36178a47-1c1c-4929-88df-d5a94c6eead6,2244,,0,"William Ely,",,,,1
36178a47-1c1c-4929-88df-d5a94c6eead6,3372,9331,0,"william llyay,",,Witness,,1
36178a47-1c1c-4929-88df-d5a94c6eead6z,2244,861,0,,Collective,Principal,,1
36271fb7-67b0-4e01-92b9-b7244d4d2c1e,2700,6176,0,Richard son of Osbert de Swynesmor’,Parent,Witness,,1
36298f18-d828-43d7-8ac7-4c0d1b9a6eed,2437,,0,Hugh,,,,1
36298f18-d828-43d7-8ac7-4c0d1b9a6eed,2940,,1,"iiugh,",,,,1
36355a09-ca39-4257-a878-d183eb5ceccb,3012,1713,0,archiepiscopo Narbonnensi,Office,Principal,,1
3635b5e7-d0bf-4d36-a905-1878fb89f1e8,2788,5895,0,Richard de Gatewyk,,Scribe|Witness,,2
3639350b-7463-40c2-ada1-94f7e6c433c9,2560,2520,0,"Isabel, formerly wife of William le Graunt;",,Principal,,1
363b27c8-cee4-4844-b678-ec80ecb4c0e5,2598,,0,"Maurice de Forda,",,,,1
365c326b-f9f8-4aca-b107-99564a6388d9,2657,,0,Robert le Barbeour,,,,1
3668f4a7-d489-48df-a974-ab6ff64e1f3f,2226,3027,0,abbot of Gloucester,Office,Principal,,1
3668f4a7-d489-48df-a974-ab6ff64e1f3f,2270,3018,0,"Abbot and convent of St. Peter's, Gloucester",Office,Principal,,1
3668f4a7-d489-48df-a974-ab6ff64e1f3f,2280,3007,0,"John, abbot of St. Peter's, Gloucester, end the convent of the same place",,Principal,,1
3668f4a7-d489-48df-a974-ab6ff64e1f3f,2281,3015,0,"John, abbot of St, Peter's, Gloucester, and the convent of the same place",,Principal,,1
3668f4a7-d489-48df-a974-ab6ff64e1f3f,2309,3012,0,"Sodas done, bbot, and th ent of St. Peter’",,Principal,,1
3668f4a7-d489-48df-a974-ab6ff64e1f3f,2386,3005,0,"John, abbot of Saint Peter's, Gloucester, and the convent of the same place;",,Principal,,1
3668f4a7-d489-48df-a974-ab6ff64e1f3f,2616,3009,0,"Abbot and convent of St. Peter's, Gloucester",Office,Principal,,1
3668f4a7-d489-48df-a974-ab6ff64e1f3f,2752,3006,0,"John, abbot of St. Peter's Gloucester, and the convent of the same place",,Principal,,1
3668f4a7-d489-48df-a974-ab6ff64e1f3f,2755,3016,0,"John, abbot of St, Peter's, Gloucester, and the convent of the same",,Principal,,1
3668f4a7-d489-48df-a974-ab6ff64e1f3f,2756,3021,0,"John, abbot, and the convent of St. Peter's, Gloucester;",,Principal,,1
3668f4a7-d489-48df-a974-ab6ff64e1f3f,2757,3024,0,"Johny abbot of the monastery of St. Peter's, eee",,Principal,,1
3668f4a7-d489-48df-a974-ab6ff64e1f3f,2888,3010,0,abbot and convent of Gloucester,Office,Principal,,1
3668f4a7-d489-48df-a974-ab6ff64e1f3f,2915,3014,0,— abbot of Gloucester,,Principal,,1
3668f4a7-d489-48df-a974-ab6ff64e1f3f,2986,3026,0,abbot and convent of Gloucester,Office,Principal,,1
3668f4a7-d489-48df-a974-ab6ff64e1f3f,3025,3013,0,"Johny abbot of St, Peter's, Gloucester, and the convent of the same place",,Principal,,1
3668f4a7-d489-48df-a974-ab6ff64e1f3f,3036,3017,0,"abbot convent of Ste Peter's, Gloucester",Collective,Principal,,1
3668f4a7-d489-48df-a974-ab6ff64e1f3f,3058,3023,0,"abbot and convent of the moensbory of St. Peter's, Gloucester",Office,Principal,,1
3668f4a7-d489-48df-a974-ab6ff64e1f3f,3059,3020,0,"abbot and convent of Gloucester, collectors in the town and diocese of — Worcester of the tenth of ecclesiastical goods ya upon the clergy of England by Pope Boniface VIII support of the Roman church",Office,Principal,,1
3668f4a7-d489-48df-a974-ab6ff64e1f3f,3117,3019,0,"John, abbot of the said monastery",,Principal,,1
3668f4a7-d489-48df-a974-ab6ff64e1f3f,3135,3011,0,"Abbot and convent of St. Peter's, Gloucester,",Office,Principal,,1
3668f4a7-d489-48df-a974-ab6ff64e1f3f,3159,3022,0,"Abbot convont of St. Peter's, Gloucester",,Principal,,1
3668f4a7-d489-48df-a974-ab6ff64e1f3f,3273,3025,0,"abbot of Gloucester, collector,",Office,Principal,,1
3668f4a7-d489-48df-a974-ab6ff64e1f3f,3299,3008,0,"Abbot and convent of St. Peter's, Gloucester",Office,Principal,,1
366c364d-7d0c-44f4-8ab9-c84665fa16e7,2546,,0,John de Ledelowe,,,,1
36756384-d90d-4260-bc72-48abbc9b7172,2768,,0,William le Stedemon,,,,1
36adb113-82a1-4406-87a0-4d033e6c63ae,3093,7033,0,"Roger de ton', chaplain",,Principal,,1
36b1b3e9-ce80-4af2-9165-d78714854a1c,2471,6521,0,Robert de Garewy,,Principal,,1
36b1b3e9-ce80-4af2-9165-d78714854a1c,2483,,0,Robert de Garewy,,,,1
36b4cb83-06d9-4e34-8487-aad3623e30b4,2385,7842,0,Thomas de Hanleye,,Witness,,1
36b4cb83-06d9-4e34-8487-aad3623e30b4,3133,7843,0,Thomas de Hanleye,,Witness,,1
36c45bb2-ef9e-46dc-ada6-4a1cee9f6bbf,2408,8915,0,"William de Clyfford',",,Witness,,1
36c45bb2-ef9e-46dc-ada6-4a1cee9f6bbf,2510,8911,0,William de Clynton' of the same,,Witness,,1
36c45bb2-ef9e-46dc-ada6-4a1cee9f6bbf,2788,8913,0,William de Clynton,,Witness,,1
36c45bb2-ef9e-46dc-ada6-4a1cee9f6bbf,2829,8914,0,William de Clifford,,Witness,,1
36c45bb2-ef9e-46dc-ada6-4a1cee9f6bbf,3140,8912,0,William de Clifford,,Witness,,1
370e2f0a-1346-4190-914b-f26821dea097,2506,8629,0,walter Martol',,Witness,,1
3736bcd7-6007-42e1-a2fc-adc6ace30387,2996,2757,0,"Lincoln, collectors of the said tithe for Pope Clement [V]",Office,Principal,,1
3736bcd7-6007-42e1-a2fc-adc6ace30387,2997,2756,0,Lincoln,Office,Principal,,1
3736bcd7-6007-42e1-a2fc-adc6ace30387,3063,,0,bishop of Lincoln,Office,,,1
3736bcd7-6007-42e1-a2fc-adc6ace30387,3217,2763,0,"Bishops of Lincoln and London, appointed collectors",Office,Principal,,1
3736bcd7-6007-42e1-a2fc-adc6ace30387,3229,2764,0,"Bishops of Lincoln and London, appointed collectors",Office,Principal,,1
3736bcd7-6007-42e1-a2fc-adc6ace30387,3231,2759,0,"Bishops of Lincoln and London, collectors",Collective,Principal,,1
3736bcd7-6007-42e1-a2fc-adc6ace30387,3232,2765,0,"Bishops of Lincoln and London, appointed collectors",Office,Principal,,1
3736bcd7-6007-42e1-a2fc-adc6ace30387,3234,2760,0,"Bishops of Lincoln and London, collectors",Office,Principal,,1
3736bcd7-6007-42e1-a2fc-adc6ace30387,3235,2761,0,"Bishops of Lincoln and London, collectors i",Office,Principal,,1
3736bcd7-6007-42e1-a2fc-adc6ace30387,3237,2762,0,"Bishops of London and Lincoln, collectors",Office,Principal,,1
3736bcd7-6007-42e1-a2fc-adc6ace30387,3238,2766,0,"Bishops of Lincoln and London, appointed collectors",Office,Principal,,1
37550d2b-e790-45a9-9636-41043c01bb5d,2856,1794,0,Gilbert de Copleye,,Witness,,1
3759d0c7-d504-4d16-bd56-aeac6cf884bd,2582,4086,0,John Massy,,Witness,,1
37611612-2f04-433e-bf9b-6fd5d6931c51,3052,,0,late  s household,Collective,,,1
37683a1c-82dd-4b4b-8d64-280888956671,2267,6475,0,Robert de Bodenham,,Principal,,1
376d8488-0358-434d-92f3-1108d9d7b9f8,2843,4580,0,"Laurence son of Phillip son of Stephen,",Parent,Witness,,1
37a89010-4996-4e6d-9ff1-c85ec714b298,2268,,0,Ralph de Hengham,,,,1
37a979a9-62f4-4f75-a8f9-3169a60a644c,2756,528,1,"Agnes, his first wife",,Principal,,1
37c8a773-341c-4d3e-bcd9-a23162295b1c,2309,2002,0,"Henry de Molendino,",,Scribe|Witness,,2
37c8a773-341c-4d3e-bcd9-a23162295b1c,2407,2003,0,"Henry de Molendino,",,Scribe|Witness,,2
37c9b463-62da-4c08-ade4-85e66c9cffe6,3446,2852,0,"Johannes de Borches, cives civitatis ejusdem",,Principal,,1
37e6fca3-721a-40f7-8a10-07b6f3e8be7e,2459,3714,0,"John Elys,",,Witness,,1
37e6fca3-721a-40f7-8a10-07b6f3e8be7e,2631,3715,0,John Elyes,,Witness,,1
37eb1652-7581-4663-a313-13173ac374b3,2440,9561,0,William le Sopere,,Scribe|Witness,,2
37eb1652-7581-4663-a313-13173ac374b3,2488,9560,0,William le Soparc,,Witness,,1
37f1f03d-eaa5-4e8e-8caf-cd2330676662,2617,,0,men of Mora,Collective,,,1
37f7f6b2-b2cc-4647-a5b9-b0da15510365,2662,8717,0,Wenchlyane his wife,,Principal,,1
38410d82-e31c-4828-bf1a-71778f02d357,2564,602,0,Alice his wife,,Principal,,1
38410d82-e31c-4828-bf1a-71778f02d357,2566,601,0,Alice his wife,,Principal,,1
38429155-ea7c-4f7b-80fe-b078318aa97f,3067,5564,0,"Ralph de Stokes, canon of York",,Witness,,1
384534a9-5ec3-400e-9af4-031b67080bd3,2590,7285,0,Roger Lucas,,Witness,,1
384534a9-5ec3-400e-9af4-031b67080bd3,2594,,0,Roger Lucas,,,,1
384534a9-5ec3-400e-9af4-031b67080bd3,3139,7287,0,"Roger Lucas,",,Witness,,1
384ee7ef-7368-41c4-928e-35e176d220ef,2215,,0,,,,,1
384ee7ef-7368-41c4-928e-35e176d220ef,2657,2297,0,"Hugh de Musters, canons",,Witness,,1
384ee7ef-7368-41c4-928e-35e176d220efa,2215,,0,,Collective,,,1
38531a9f-2780-47bc-a63b-ac44e271f2bc,2950,,0,John de Middelton.,,,,1
38697725-eb6c-4190-b17f-aa234bdb7bd4,2430,,0,Phillip de itiddelwode,,,,1
38775a4a-c36b-4f87-ae89-1dfe6d9b7c9b,3084,5218,0,"Failiip de Paten’,  clerk of the said court,",,Witness,,1
38775a4a-c36b-4f87-ae89-1dfe6d9b7c9b,3086,5219,0,"Phillip de Faten', clerk of the said court",,Witness,,1
387b6c8e-0d43-4bd1-b994-4f2328e487e0,2601,6740,0,Robert son of Lonekine,Parent,Principal,,1
3887c9db-d2bc-48d7-b169-48e5c28f0324,2586,7713,0,"Thomas de Brut,",,Witness,,1
388e8261-878c-4afe-83d6-1fe11f9586ec,2888,908,0,Coppus Joseph,,Principal,,1
38a37ca9-fe74-4099-9ff2-24037d233e4c,2901,4767,0,"Michael de Bereham, canon and prebendary o pe Wolwyue and Gorewell in the aforesaid church of Hereford,",,Principal,,1
38a37ca9-fe74-4099-9ff2-24037d233e4c,3073,4768,0,"tenner orettechan, cenon of Hereford",,Witness,,1
38a37ca9-fe74-4099-9ff2-24037d233e4c,3363,4769,0,"Michael de Berehem, canon in the church of Hereford",,Principal,,1
38af484f-0e4e-4051-a82c-2dafde075fd7,3318,,0,king's justices in eyre at Canterbury,Collective,,,1
38b5aa6d-2029-46cf-bf85-b0345d0f3bca,2401,,0,William le Fenere de Huntytone,,,,1
38d8fffd-ee71-4478-8193-89a10545a6fa,2439,,1,Benedict de wodesto..e,,,,1
38dc8668-3860-49cf-8014-e6997abcb123,2235,9321,0,"William called Denoth, perpetuel vicar in the ma",,Principal,,1
38dc8668-3860-49cf-8014-e6997abcb123,2988,9320,0,Williom Denot,,Principal,,1
38eb4c52-09c7-4740-a691-18451718a049,2476,,0,"Hugh the wheel-wright (rotar'), chaplain",,,,1
3907827f-aefa-4fd2-b42b-abecf4e43448,2308,2,0,Alcester.,Collective,Principal,,1
390befae-2021-452f-8345-7a7acb12d117,2439,2373,0,Hugh Iues,,Witness,,1
390befae-2021-452f-8345-7a7acb12d117,2441,2375,0,#ERROR!,,Witness,,1
390befae-2021-452f-8345-7a7acb12d117,2447,2374,0,Hugh Iues,,Witness,,1
390befae-2021-452f-8345-7a7acb12d117,2448,2376,0,Guch Ives,,Witness,,1
390befae-2021-452f-8345-7a7acb12d117,2451,2377,0,Hugh Ives,,Witness,,1
390befae-2021-452f-8345-7a7acb12d117,2463,2379,0,Hugh Yves,,Witness,,1
390befae-2021-452f-8345-7a7acb12d117,3139,2378,0,Hugh Ives,,Witness,,1
39118b68-a386-4881-992c-eb4de5a9a894,2908,6228,0,"Spesia Richard Domne, clerk,",,Principal,,1
3913bab0-e93d-4899-b1f1-3af0b7dad9d3,2542,,0,rector of Hatfeld' parve,Office,,,1
3917d817-1e12-4c49-9ae6-52d451bba954,2513,8528,0,Walter Gautron,,Witness,,1
3917d817-1e12-4c49-9ae6-52d451bba954,2517,8527,0,Walter Gautron,,Witness,,1
3917d817-1e12-4c49-9ae6-52d451bba954,3077,8530,0,Walter Sentrons ’eitizens  Hereford,,Witness,,1
3917d817-1e12-4c49-9ae6-52d451bba954,3145,8529,0,Walter Gantron,,Witness,,1
392d991b-a360-42ac-89c7-7d918d0588b3,2509,,0,Agnes daughter of the said Agnes,,,,1
3948e34b-4620-431e-ad64-a7eea7f8dd72,3056,4783,0,"Milliaceius de Querciola, notary public,",,Scribe|Witness,,2
395e2299-abe0-444a-8a1f-9da6cdd7eef1,2610,6030,0,"Richard  e Strodford,",,Witness,,1
396048d2-3424-42d9-8da4-13c5f5fb001b,3095,7687,0,"Thomas de Bokenhulle, clerk of Hereford, notary public,",,Scribe|Witness,,2
3971ea92-ce02-4dba-8996-50f3e48325a8,3362,9841,0,Wymark' his wife,,Principal,,1
3994953a-5c6b-4f03-a96c-4f670fcfab07,2464,590,0,"Alice daughter of Richard le Mason de Lenhales, his wife",,Principal,,1
399c40d6-78f5-4da1-aada-657cb2b810a5,2392,1628,0,Eva de Orreshay,,Principal,,1
399c40d6-78f5-4da1-aada-657cb2b810a5,2415,1629,0,Eve de Orryeshay,,Principal,,1
39a84f7b-0958-40df-9215-554c428d6a07,2984,,0,Davit de Mont gomeri,,,,1
39aa7c46-a935-4965-8dd6-28b4bf48dcc2,2343,,0,"Roger de Ohandos, escheator of King Sdward III",,,,1
39aa7c46-a935-4965-8dd6-28b4bf48dcc2,2367,7046,0,sheriff of the county of Hereford,Office,Principal,,1
39aa7c46-a935-4965-8dd6-28b4bf48dcc2,2417,7042,0,"Roger de Chaundos,",,Witness,,1
39aa7c46-a935-4965-8dd6-28b4bf48dcc2,2518,7044,0,"foger de Chaundos, knight",,Witness,,1
39aa7c46-a935-4965-8dd6-28b4bf48dcc2,2550,7051,0,"Roger Chaundos,",,Witness,,1
39aa7c46-a935-4965-8dd6-28b4bf48dcc2,2586,7050,0,socknd —— de Chaundos,,Witness,,1
39aa7c46-a935-4965-8dd6-28b4bf48dcc2,2644,7043,0,Rocer de Cha'ndos,,Witness,,1
39aa7c46-a935-4965-8dd6-28b4bf48dcc2,2659,7054,0,Roger de Chaundos,,Witness,,1
39aa7c46-a935-4965-8dd6-28b4bf48dcc2,2728,7055,0,Roger de Chandos,,Principal,,1
39aa7c46-a935-4965-8dd6-28b4bf48dcc2,2925,7052,0,"Roger de Chaundos,",,Principal,,1
39aa7c46-a935-4965-8dd6-28b4bf48dcc2,3006,7048,0,"escheator (in the counties of Gloucester, worcester, Hereford, Salop,  S&L tjafflord] (7), and the Marehes of Walesi",Office,Principal,,1
39aa7c46-a935-4965-8dd6-28b4bf48dcc2,3249,7053,0,"Roger de Chaundos, sheriff of Hereford;",,Principal,,1
39aa7c46-a935-4965-8dd6-28b4bf48dcc2,3468,7047,0,sheriff,Office,Principal,,1
39aa7c46-a935-4965-8dd6-28b4bf48dcc2,3476,,0,sheriff of Herefordshire,Office,,,1
39ab2ec3-eb46-4427-b04b-ca544f5b3c95,2544,,0,Adam Pirk,,,,1
39b1980f-eb9e-4385-b5a2-402b342f17ca,2490,8843,0,"William de Boifeld',",,Witness,,1
39b1980f-eb9e-4385-b5a2-402b342f17ca,2641,8842,0,William de Boyfeld,,Witness,,1
39c54a3d-c602-44d6-a9bb-813faa1e2a5a,2575,944,0,David de Reygny,,Scribe|Witness,,2
39cac32e-7a17-44fa-9620-5780804f3c6a,2949,1748,0,George de Thorp,,Principal,,1
39e30927-869a-412e-8d44-d9ea59d81305,2291,3261,0,heir of John de la Hyde de iulhan,Office,Principal,,1
39ed7e57-6f02-493a-9cb3-d1c4a55e1e4f,2455,,0,Robert Carpentar',,,,1
39f11cc1-65e1-40e1-aa68-9869d1833007,2670,9033,0,"We, bishop of Salisbury",,Principal,,1
39f597d9-a134-4260-9338-9f8d89a0d2b5,3429,3663,0,"archdeaconate of Wiltshire, diocese of Salisbury",Office,Principal,,1
3a3ff54b-4b09-4b51-b6ed-991c786057f1,2431,,0,"the reeve,",Office,,,1
3a3ff54b-4b09-4b51-b6ed-991c786057f1,2827,,0,"the reeve,",Office,,,1
3a62f49c-d0db-4044-a715-76c06c0f08d8,2949,8012,0,"Thomas de Usflet, parson of the church of Munestok",Parent,Principal,,1
3a67e78b-ec43-4730-b479-3431c316781b,2243,4055,0,"John Lightfot, clerk of the king for receiving bonds of debt",,Witness,,1
3a67e78b-ec43-4730-b479-3431c316781b,2279,4026,0,"John Lytfot,",,Witness,,1
3a67e78b-ec43-4730-b479-3431c316781b,2374,4016,0,"John Lythfot, bailiff of the chapter",,Witness,,1
3a67e78b-ec43-4730-b479-3431c316781b,2377,4034,0,"John Lythgot, bailiff of the chapter,",,Witness,,1
3a67e78b-ec43-4730-b479-3431c316781b,2378,4042,0,"John Lythfot, bailiff of the Chapter,",,Witness,,1
3a67e78b-ec43-4730-b479-3431c316781b,2380,4054,0,"John Lythfot, bailiff of the chapter",,Witness,,1
3a67e78b-ec43-4730-b479-3431c316781b,2383,4060,0,"John Lythfot, bailiff of the chapter",,Witness,,1
3a67e78b-ec43-4730-b479-3431c316781b,2384,4067,0,John Lytfot,,Witness,,1
3a67e78b-ec43-4730-b479-3431c316781b,2388,4018,0,John Lythfot,,Witness,,1
3a67e78b-ec43-4730-b479-3431c316781b,2394,4028,0,"John Lythfot, bailiff of the chapter,",,Witness,,1
3a67e78b-ec43-4730-b479-3431c316781b,2397,4029,0,"John Lythfot, bailiff of the chapter,",,Witness,,1
3a67e78b-ec43-4730-b479-3431c316781b,2399,4032,0,Jonn Lichfod,,Witness,,1
3a67e78b-ec43-4730-b479-3431c316781b,2400,4033,0,John Lichtfot,,Witness,,1
3a67e78b-ec43-4730-b479-3431c316781b,2415,4040,0,John Lyghtfot,,Witness,,1
3a67e78b-ec43-4730-b479-3431c316781b,2424,,0,John Lightfo,,,,1
3a67e78b-ec43-4730-b479-3431c316781b,2429,4058,0,"John Lythfot, bailiff of the chspter,",,Witness,,1
3a67e78b-ec43-4730-b479-3431c316781b,2442,4025,0,John Lythfot,,Witness,,1
3a67e78b-ec43-4730-b479-3431c316781b,2443,4053,0,John Lythfot,,Witness,,1
3a67e78b-ec43-4730-b479-3431c316781b,2451,4068,0,John Lightfot,,Witness,,1
3a67e78b-ec43-4730-b479-3431c316781b,2452,4048,0,John Lichtfot,,Witness,,1
3a67e78b-ec43-4730-b479-3431c316781b,2469,,0,John Lyhtfot,,,,1
3a67e78b-ec43-4730-b479-3431c316781b,2480,,1,"John Lightfot, formerly citizen of Hereford, deceased;",,,,1
3a67e78b-ec43-4730-b479-3431c316781b,2588,4056,0,John Liechfod,,Witness,,1
3a67e78b-ec43-4730-b479-3431c316781b,2590,4020,0,John Lythfot,,Witness,,1
3a67e78b-ec43-4730-b479-3431c316781b,2591,4022,0,"John Lytfot,",,Witness,,1
3a67e78b-ec43-4730-b479-3431c316781b,2592,4030,0,John Lytfot,,Witness,,1
3a67e78b-ec43-4730-b479-3431c316781b,2594,4035,0,"John Lythfot, bailiff of the chapter",,Witness,,1
3a67e78b-ec43-4730-b479-3431c316781b,2600,4050,0,"Johu Lytfot, citizen of Hereford",,Principal,,1
3a67e78b-ec43-4730-b479-3431c316781b,2601,4059,0,John Litfot,,Witness,,1
3a67e78b-ec43-4730-b479-3431c316781b,2605,4064,0,"John Lythfot, bailiff of the chapter",,Witness,,1
3a67e78b-ec43-4730-b479-3431c316781b,2606,,0,witnesses: as in No. 2019,,,,1
3a67e78b-ec43-4730-b479-3431c316781b,2617,4051,0,"John Lithfoth,",,Witness,,1
3a67e78b-ec43-4730-b479-3431c316781b,2622,4043,0,"John iyctfot,",,Witness,,1
3a67e78b-ec43-4730-b479-3431c316781b,2623,4044,0,John iytfot,,Witness,,1
3a67e78b-ec43-4730-b479-3431c316781b,2654,4024,0,"John de Lectos(7), bailiff of the dean and chapter in the st Hereford",,Witness,,1
3a67e78b-ec43-4730-b479-3431c316781b,2656,4021,0,"John Lythfoth,",,Witness,,1
3a67e78b-ec43-4730-b479-3431c316781b,2658,4061,0,John Lythfot,,Witness,,1
3a67e78b-ec43-4730-b479-3431c316781b,2807,4019,0,John Lictfot,,Witness,,1
3a67e78b-ec43-4730-b479-3431c316781b,2813,4063,0,"Jota te tcos, citizen of Hereford",,Principal,,1
3a67e78b-ec43-4730-b479-3431c316781b,2814,4065,0,"dehn Lythiot, bailiff of the chapter",,Witness,,1
3a67e78b-ec43-4730-b479-3431c316781b,2816,4017,0,"John Lythfot,",,Witness,,1
3a67e78b-ec43-4730-b479-3431c316781b,2817,4047,0,John Lithfot.,,Principal,,1
3a67e78b-ec43-4730-b479-3431c316781b,2818,4062,0,John Lichtfot,,Witness,,1
3a67e78b-ec43-4730-b479-3431c316781b,2824,,0,John Lightfot,,,,1
3a67e78b-ec43-4730-b479-3431c316781b,2830,4041,0,"John Lythfot,",,Witness,,1
3a67e78b-ec43-4730-b479-3431c316781b,2834,4023,0,"John Lightfoot, citizen of Hereford",,Principal,,1
3a67e78b-ec43-4730-b479-3431c316781b,2835,4049,0,John Lichtfot,,Witness,,1
3a67e78b-ec43-4730-b479-3431c316781b,2836,4074,0,John Lightfot,,Witness,,1
3a67e78b-ec43-4730-b479-3431c316781b,2837,4075,0,John Lyghtfot,,Witness,,1
3a67e78b-ec43-4730-b479-3431c316781b,2840,4076,0,John Lygthfot de Hereford',,Principal,,1
3a67e78b-ec43-4730-b479-3431c316781b,2847,,1,"John Lightfot, formerly citizen of Hereford.",,,,1
3a67e78b-ec43-4730-b479-3431c316781b,2851,,1,"John Lightfot, formerly citizen of Hereford, deceased",,,,1
3a67e78b-ec43-4730-b479-3431c316781b,3202,4037,0,"John Lythfot, bailiff of the dean and chapter of Hereford",,Principal,,1
3a67e78b-ec43-4730-b479-3431c316781b,3203,4036,0,"John Lythfot, bailiff of the dean and chapter of the church of Hereford",,Principal,,1
3a67e78b-ec43-4730-b479-3431c316781b,3418,,1,John . Lythfot,,,,1
3a67e78b-ec43-4730-b479-3431c316781b,3432,4069,0,"John Lightfoot, Clerk",,Scribe|Witness,,2
3a67e78b-ec43-4730-b479-3431c316781b,3433,4070,0,"John Lightfoot, Clerk",,Scribe|Witness,,2
3a67e78b-ec43-4730-b479-3431c316781b,3434,4071,0,"John Lightfoot, Clerk",,Scribe|Witness,,2
3a67e78b-ec43-4730-b479-3431c316781b,3435,4072,0,"John Lightfoot, Clerk",,Scribe|Witness,,2
3a67e78b-ec43-4730-b479-3431c316781b,3436,4073,0,"John Lightfoot, Clerk",,Scribe|Witness,,2
3a67e78b-ec43-4730-b479-3431c316781b,3440,4077,0,"John Lightfoot, Clerk",,Witness,,1
3a67e78b-ec43-4730-b479-3431c316781b,3455,,0,"John ~—""P then seneschal of the dean and chapter of Hereford",,,,1
3a74b1b9-671c-4856-ac92-459b33103cc7,2245,9428,0,William in le Hale,,Witness,,1
3a74b1b9-671c-4856-ac92-459b33103cc7,2410,9434,0,"William in le Hale, bailiffs of the king in Hereford,",,Witness,,1
3a74b1b9-671c-4856-ac92-459b33103cc7,2414,9436,0,"William de la Hale, then bailiff of Hereford,",,Witness,,1
3a74b1b9-671c-4856-ac92-459b33103cc7,2426,9433,0,Will in le Hallie,,Witness,,1
3a74b1b9-671c-4856-ac92-459b33103cc7,2431,9435,0,william de la Hale de Hereford’,,Witness,,1
3a74b1b9-671c-4856-ac92-459b33103cc7,2448,9437,0,“illiam Ithenhale,,Witness,,1
3a74b1b9-671c-4856-ac92-459b33103cc7,2455,,0,William Inthehale,,,,1
3a74b1b9-671c-4856-ac92-459b33103cc7,2623,,0,Will Halle,,,,1
3a74b1b9-671c-4856-ac92-459b33103cc7,2825,9432,0,"William in le Hale,",,Witness,,1
3a74b1b9-671c-4856-ac92-459b33103cc7,2828,9430,0,Williem in la Hale,,Witness,,1
3a7ba75d-d576-4c56-af7a-d2d557dea646,3476,8050,0,Thomas Heyne,,Principal,,1
3a873691-7606-4c47-a140-a7a68187b3b7,2255,9192,0,William son of the same William,Parent,Principal,,1
3a873691-7606-4c47-a140-a7a68187b3b7,3152,9194,0,"Williem son of Willism de Riomis(?), burgess of Gloucester, curator of the goods of Thomas, Walter, and Alice, children of Hugh de Moniton', formerly citizen of Hereford, deceased",Parent,Principal,,1
3a873691-7606-4c47-a140-a7a68187b3b7,3418,,0,"Willian de Riouns(i) the younger, legal guardian of | i eg pepe elLLL re 890",,,,1
3a96f311-dd67-4823-a65c-7c1560f550d2,2885,2174,0,"Hervey, the abbot's proctor in England",,Principal,,1
3a96f311-dd67-4823-a65c-7c1560f550d2,3034,,0,"Hervey de Alneto, their proctor,",,,,1
3aa73d2b-bcb3-4fc7-8836-c22cb1847774,3136,1800,0,Gilbert de la Lowe,,Witness,,1
3aa73d2b-bcb3-4fc7-8836-c22cb1847774,3138,1801,0,Gilbert de la lowe,,Scribe|Witness,,2
3abfb03c-e2de-4358-8d43-55cc1407a255,3421,6444,0,Robert Babetot,,Witness,,1
3ad8c1cd-d8a7-4337-a60a-de1e0fb0e139,2937,5562,0,Bishop Ralph,,Principal,,1
3ad8c1cd-d8a7-4337-a60a-de1e0fb0e139,3413,5563,0,Bishop Ralph,,Principal,,1
3ad90ed7-806c-4dc0-bbb8-13052f68dd5d,2552,,0,John de la Halle,,,,1
3ad90ed7-806c-4dc0-bbb8-13052f68dd5d,2784,3239,0,John atte Halle,,Witness,,1
3ad90ed7-806c-4dc0-bbb8-13052f68dd5d,2865,3242,0,John de la Uslle de Hereford',,Principal,,1
3ad90ed7-806c-4dc0-bbb8-13052f68dd5d,3152,,0,"John de la Halle, citizen of Hereford",,,,1
3ad90ed7-806c-4dc0-bbb8-13052f68dd5d,3418,,0,"John de la alis citizens of Hereford,",,,,1
3afd8b6e-3037-4072-a641-06d266914c45,2530,4818,0,Nicholas de Boklond,,Principal,,1
